CSD,Period,Vehicle_Type,Total_Vehicle_Registration_Count
Improvement District No.  4 Waterton,2017,Total Motorized Vehicles,259
Improvement District No.  4 Waterton,2018,Total Motorized Vehicles,274
Improvement District No.  4 Waterton,2019,Total Motorized Vehicles,272
Improvement District No.  4 Waterton,2020,Total Motorized Vehicles,263
Rocky Mountain House,2005,Total Motorized Vehicles,13843
Rocky Mountain House,2006,Total Motorized Vehicles,14519
Rocky Mountain House,2007,Total Motorized Vehicles,15222
Rocky Mountain House,2008,Total Motorized Vehicles,15367
Rocky Mountain House,2009,Total Motorized Vehicles,15575
Rocky Mountain House,2010,Total Motorized Vehicles,15575
Rocky Mountain House,2011,Total Motorized Vehicles,16135
Rocky Mountain House,2012,Total Motorized Vehicles,16684
Rocky Mountain House,2013,Total Motorized Vehicles,17239
Rocky Mountain House,2014,Total Motorized Vehicles,17796
Rocky Mountain House,2015,Total Motorized Vehicles,17550
Rocky Mountain House,2016,Total Motorized Vehicles,17034
Rocky Mountain House,2017,Total Motorized Vehicles,17002
Rocky Mountain House,2018,Total Motorized Vehicles,17161
Rocky Mountain House,2019,Total Motorized Vehicles,16660
Rocky Mountain House,2020,Total Motorized Vehicles,16889
Vauxhall,2005,Total Motorized Vehicles,2461
Vauxhall,2006,Total Motorized Vehicles,2501
Vauxhall,2007,Total Motorized Vehicles,2612
Vauxhall,2008,Total Motorized Vehicles,2721
Vauxhall,2009,Total Motorized Vehicles,2742
Vauxhall,2010,Total Motorized Vehicles,2742
Vauxhall,2011,Total Motorized Vehicles,2798
Vauxhall,2012,Total Motorized Vehicles,2827
Vauxhall,2013,Total Motorized Vehicles,2941
Vauxhall,2014,Total Motorized Vehicles,2955
Vauxhall,2015,Total Motorized Vehicles,2861
Vauxhall,2016,Total Motorized Vehicles,2802
Vauxhall,2017,Total Motorized Vehicles,2737
Vauxhall,2018,Total Motorized Vehicles,2859
Vauxhall,2019,Total Motorized Vehicles,2808
Vauxhall,2020,Total Motorized Vehicles,2858
Newell County,2005,Total Motorized Vehicles,2943
Newell County,2006,Total Motorized Vehicles,3032
Newell County,2007,Total Motorized Vehicles,3116
Newell County,2008,Total Motorized Vehicles,3203
Newell County,2009,Total Motorized Vehicles,3180
Newell County,2010,Total Motorized Vehicles,3180
Newell County,2011,Total Motorized Vehicles,3393
Newell County,2012,Total Motorized Vehicles,3506
Newell County,2013,Total Motorized Vehicles,3522
Newell County,2014,Total Motorized Vehicles,3631
Newell County,2015,Total Motorized Vehicles,3729
Newell County,2016,Total Motorized Vehicles,3650
Newell County,2017,Total Motorized Vehicles,3617
Newell County,2018,Total Motorized Vehicles,3668
Newell County,2019,Total Motorized Vehicles,3652
Newell County,2020,Total Motorized Vehicles,3654
Brooks,2005,Total Motorized Vehicles,14232
Brooks,2006,Total Motorized Vehicles,14880
Brooks,2007,Total Motorized Vehicles,15003
Brooks,2008,Total Motorized Vehicles,14912
Brooks,2009,Total Motorized Vehicles,14837
Brooks,2010,Total Motorized Vehicles,14837
Brooks,2011,Total Motorized Vehicles,15282
Brooks,2012,Total Motorized Vehicles,15345
Brooks,2013,Total Motorized Vehicles,15733
Brooks,2014,Total Motorized Vehicles,16086
Brooks,2015,Total Motorized Vehicles,15848
Brooks,2016,Total Motorized Vehicles,15347
Brooks,2017,Total Motorized Vehicles,15274
Brooks,2018,Total Motorized Vehicles,15812
Brooks,2019,Total Motorized Vehicles,15673
Brooks,2020,Total Motorized Vehicles,15938
Alix,2005,Total Motorized Vehicles,1473
Alix,2006,Total Motorized Vehicles,1558
Alix,2007,Total Motorized Vehicles,1634
Alix,2008,Total Motorized Vehicles,1660
Alix,2009,Total Motorized Vehicles,1610
Alix,2010,Total Motorized Vehicles,1610
Alix,2011,Total Motorized Vehicles,1637
Alix,2012,Total Motorized Vehicles,1686
Alix,2013,Total Motorized Vehicles,1726
Alix,2014,Total Motorized Vehicles,1752
Alix,2015,Total Motorized Vehicles,1733
Alix,2016,Total Motorized Vehicles,1679
Alix,2017,Total Motorized Vehicles,1683
Alix,2018,Total Motorized Vehicles,1708
Alix,2019,Total Motorized Vehicles,1621
Alix,2020,Total Motorized Vehicles,1683
Ponoka County,2005,Total Motorized Vehicles,3810
Ponoka County,2006,Total Motorized Vehicles,3952
Ponoka County,2007,Total Motorized Vehicles,4221
Ponoka County,2008,Total Motorized Vehicles,4216
Ponoka County,2009,Total Motorized Vehicles,4353
Ponoka County,2010,Total Motorized Vehicles,4353
Ponoka County,2011,Total Motorized Vehicles,4448
Ponoka County,2012,Total Motorized Vehicles,4498
Ponoka County,2013,Total Motorized Vehicles,4543
Ponoka County,2014,Total Motorized Vehicles,4786
Ponoka County,2015,Total Motorized Vehicles,4871
Ponoka County,2016,Total Motorized Vehicles,4821
Ponoka County,2017,Total Motorized Vehicles,4928
Ponoka County,2018,Total Motorized Vehicles,4920
Ponoka County,2019,Total Motorized Vehicles,4881
Ponoka County,2020,Total Motorized Vehicles,5488
Smoky Lake,2005,Total Motorized Vehicles,2182
Smoky Lake,2006,Total Motorized Vehicles,2249
Smoky Lake,2007,Total Motorized Vehicles,2307
Smoky Lake,2008,Total Motorized Vehicles,2411
Smoky Lake,2009,Total Motorized Vehicles,2489
Smoky Lake,2010,Total Motorized Vehicles,2489
Smoky Lake,2011,Total Motorized Vehicles,2505
Smoky Lake,2012,Total Motorized Vehicles,2565
Smoky Lake,2013,Total Motorized Vehicles,2581
Smoky Lake,2014,Total Motorized Vehicles,2636
Smoky Lake,2015,Total Motorized Vehicles,2698
Smoky Lake,2016,Total Motorized Vehicles,2687
Smoky Lake,2017,Total Motorized Vehicles,2665
Smoky Lake,2018,Total Motorized Vehicles,2709
Smoky Lake,2019,Total Motorized Vehicles,2666
Smoky Lake,2020,Total Motorized Vehicles,2688
Lac la Biche County,2005,Total Motorized Vehicles,7422
Lac la Biche County,2006,Total Motorized Vehicles,7892
Lac la Biche County,2007,Total Motorized Vehicles,8214
Lac la Biche County,2008,Total Motorized Vehicles,8616
Lac la Biche County,2009,Total Motorized Vehicles,9002
Lac la Biche County,2010,Total Motorized Vehicles,9002
Lac la Biche County,2011,Total Motorized Vehicles,9581
Lac la Biche County,2012,Total Motorized Vehicles,10132
Lac la Biche County,2013,Total Motorized Vehicles,10555
Lac la Biche County,2014,Total Motorized Vehicles,10721
Lac la Biche County,2015,Total Motorized Vehicles,10505
Lac la Biche County,2016,Total Motorized Vehicles,10304
Lac la Biche County,2017,Total Motorized Vehicles,10315
Lac la Biche County,2018,Total Motorized Vehicles,10405
Lac la Biche County,2019,Total Motorized Vehicles,10203
Lac la Biche County,2020,Total Motorized Vehicles,10190
Ponoka,2005,Total Motorized Vehicles,10005
Ponoka,2006,Total Motorized Vehicles,10473
Ponoka,2007,Total Motorized Vehicles,10982
Ponoka,2008,Total Motorized Vehicles,11267
Ponoka,2009,Total Motorized Vehicles,11351
Ponoka,2010,Total Motorized Vehicles,11351
Ponoka,2011,Total Motorized Vehicles,11585
Ponoka,2012,Total Motorized Vehicles,11844
Ponoka,2013,Total Motorized Vehicles,12224
Ponoka,2014,Total Motorized Vehicles,12610
Ponoka,2015,Total Motorized Vehicles,12707
Ponoka,2016,Total Motorized Vehicles,12526
Ponoka,2017,Total Motorized Vehicles,12499
Ponoka,2018,Total Motorized Vehicles,12780
Ponoka,2019,Total Motorized Vehicles,12548
Ponoka,2020,Total Motorized Vehicles,12692
Rimbey,2005,Total Motorized Vehicles,4776
Rimbey,2006,Total Motorized Vehicles,5089
Rimbey,2007,Total Motorized Vehicles,5386
Rimbey,2008,Total Motorized Vehicles,5566
Rimbey,2009,Total Motorized Vehicles,5790
Rimbey,2010,Total Motorized Vehicles,5790
Rimbey,2011,Total Motorized Vehicles,5952
Rimbey,2012,Total Motorized Vehicles,6171
Rimbey,2013,Total Motorized Vehicles,6343
Rimbey,2014,Total Motorized Vehicles,6576
Rimbey,2015,Total Motorized Vehicles,6589
Rimbey,2016,Total Motorized Vehicles,6486
Rimbey,2017,Total Motorized Vehicles,6453
Rimbey,2018,Total Motorized Vehicles,6623
Rimbey,2019,Total Motorized Vehicles,6616
Rimbey,2020,Total Motorized Vehicles,6741
Barons,2005,Total Motorized Vehicles,489
Barons,2006,Total Motorized Vehicles,508
Barons,2007,Total Motorized Vehicles,529
Barons,2008,Total Motorized Vehicles,565
Barons,2009,Total Motorized Vehicles,576
Barons,2010,Total Motorized Vehicles,576
Barons,2011,Total Motorized Vehicles,553
Barons,2012,Total Motorized Vehicles,559
Barons,2013,Total Motorized Vehicles,622
Barons,2014,Total Motorized Vehicles,636
Barons,2015,Total Motorized Vehicles,655
Barons,2016,Total Motorized Vehicles,655
Barons,2017,Total Motorized Vehicles,627
Barons,2018,Total Motorized Vehicles,625
Barons,2019,Total Motorized Vehicles,593
Barons,2020,Total Motorized Vehicles,620
Picture Butte,2005,Total Motorized Vehicles,2947
Picture Butte,2006,Total Motorized Vehicles,3058
Picture Butte,2007,Total Motorized Vehicles,3174
Picture Butte,2008,Total Motorized Vehicles,3254
Picture Butte,2009,Total Motorized Vehicles,3364
Picture Butte,2010,Total Motorized Vehicles,3364
Picture Butte,2011,Total Motorized Vehicles,3418
Picture Butte,2012,Total Motorized Vehicles,3445
Picture Butte,2013,Total Motorized Vehicles,3497
Picture Butte,2014,Total Motorized Vehicles,3593
Picture Butte,2015,Total Motorized Vehicles,3702
Picture Butte,2016,Total Motorized Vehicles,3679
Picture Butte,2017,Total Motorized Vehicles,3731
Picture Butte,2018,Total Motorized Vehicles,3863
Picture Butte,2019,Total Motorized Vehicles,3932
Picture Butte,2020,Total Motorized Vehicles,3951
Coaldale,2005,Total Motorized Vehicles,7059
Coaldale,2006,Total Motorized Vehicles,7441
Coaldale,2007,Total Motorized Vehicles,7891
Coaldale,2008,Total Motorized Vehicles,8280
Coaldale,2009,Total Motorized Vehicles,8847
Coaldale,2010,Total Motorized Vehicles,8847
Coaldale,2011,Total Motorized Vehicles,9056
Coaldale,2012,Total Motorized Vehicles,9285
Coaldale,2013,Total Motorized Vehicles,9419
Coaldale,2014,Total Motorized Vehicles,9752
Coaldale,2015,Total Motorized Vehicles,10003
Coaldale,2016,Total Motorized Vehicles,9979
Coaldale,2017,Total Motorized Vehicles,10000
Coaldale,2018,Total Motorized Vehicles,10382
Coaldale,2019,Total Motorized Vehicles,10466
Coaldale,2020,Total Motorized Vehicles,10532
Barnwell,2005,Total Motorized Vehicles,720
Barnwell,2006,Total Motorized Vehicles,773
Barnwell,2007,Total Motorized Vehicles,822
Barnwell,2008,Total Motorized Vehicles,885
Barnwell,2009,Total Motorized Vehicles,1014
Barnwell,2010,Total Motorized Vehicles,1014
Barnwell,2011,Total Motorized Vehicles,1061
Barnwell,2012,Total Motorized Vehicles,1177
Barnwell,2013,Total Motorized Vehicles,1231
Barnwell,2014,Total Motorized Vehicles,1262
Barnwell,2015,Total Motorized Vehicles,1254
Barnwell,2016,Total Motorized Vehicles,1262
Barnwell,2017,Total Motorized Vehicles,1297
Barnwell,2018,Total Motorized Vehicles,1411
Barnwell,2019,Total Motorized Vehicles,1379
Barnwell,2020,Total Motorized Vehicles,1405
Clearwater County,2005,Total Motorized Vehicles,2565
Clearwater County,2006,Total Motorized Vehicles,2663
Clearwater County,2007,Total Motorized Vehicles,2831
Clearwater County,2008,Total Motorized Vehicles,2881
Clearwater County,2009,Total Motorized Vehicles,2911
Clearwater County,2010,Total Motorized Vehicles,2911
Clearwater County,2011,Total Motorized Vehicles,2960
Clearwater County,2012,Total Motorized Vehicles,3071
Clearwater County,2013,Total Motorized Vehicles,3146
Clearwater County,2014,Total Motorized Vehicles,3291
Clearwater County,2015,Total Motorized Vehicles,3237
Clearwater County,2016,Total Motorized Vehicles,3169
Clearwater County,2017,Total Motorized Vehicles,3201
Clearwater County,2018,Total Motorized Vehicles,3314
Clearwater County,2019,Total Motorized Vehicles,3297
Clearwater County,2020,Total Motorized Vehicles,3351
Caroline,2005,Total Motorized Vehicles,2091
Caroline,2006,Total Motorized Vehicles,2227
Caroline,2007,Total Motorized Vehicles,2387
Caroline,2008,Total Motorized Vehicles,2409
Caroline,2009,Total Motorized Vehicles,2480
Caroline,2010,Total Motorized Vehicles,2480
Caroline,2011,Total Motorized Vehicles,2545
Caroline,2012,Total Motorized Vehicles,2601
Caroline,2013,Total Motorized Vehicles,2586
Caroline,2014,Total Motorized Vehicles,2626
Caroline,2015,Total Motorized Vehicles,2678
Caroline,2016,Total Motorized Vehicles,2613
Caroline,2017,Total Motorized Vehicles,2584
Caroline,2018,Total Motorized Vehicles,2649
Caroline,2019,Total Motorized Vehicles,2659
Caroline,2020,Total Motorized Vehicles,2703
Viking,2005,Total Motorized Vehicles,2147
Viking,2006,Total Motorized Vehicles,2153
Viking,2007,Total Motorized Vehicles,2256
Viking,2008,Total Motorized Vehicles,2310
Viking,2009,Total Motorized Vehicles,2328
Viking,2010,Total Motorized Vehicles,2328
Viking,2011,Total Motorized Vehicles,2450
Viking,2012,Total Motorized Vehicles,2502
Viking,2013,Total Motorized Vehicles,2553
Viking,2014,Total Motorized Vehicles,2665
Viking,2015,Total Motorized Vehicles,2566
Viking,2016,Total Motorized Vehicles,2494
Viking,2017,Total Motorized Vehicles,2509
Viking,2018,Total Motorized Vehicles,2541
Viking,2019,Total Motorized Vehicles,2501
Viking,2020,Total Motorized Vehicles,2502
Minburn County No. 27,2005,Total Motorized Vehicles,831
Minburn County No. 27,2006,Total Motorized Vehicles,851
Minburn County No. 27,2007,Total Motorized Vehicles,868
Minburn County No. 27,2008,Total Motorized Vehicles,904
Minburn County No. 27,2009,Total Motorized Vehicles,883
Minburn County No. 27,2010,Total Motorized Vehicles,883
Minburn County No. 27,2011,Total Motorized Vehicles,918
Minburn County No. 27,2012,Total Motorized Vehicles,950
Minburn County No. 27,2013,Total Motorized Vehicles,948
Minburn County No. 27,2014,Total Motorized Vehicles,1005
Minburn County No. 27,2015,Total Motorized Vehicles,968
Minburn County No. 27,2016,Total Motorized Vehicles,917
Minburn County No. 27,2017,Total Motorized Vehicles,874
Minburn County No. 27,2018,Total Motorized Vehicles,903
Minburn County No. 27,2019,Total Motorized Vehicles,922
Minburn County No. 27,2020,Total Motorized Vehicles,928
Vegreville,2005,Total Motorized Vehicles,6751
Vegreville,2006,Total Motorized Vehicles,6965
Vegreville,2007,Total Motorized Vehicles,7417
Vegreville,2008,Total Motorized Vehicles,7549
Vegreville,2009,Total Motorized Vehicles,7943
Vegreville,2010,Total Motorized Vehicles,7943
Vegreville,2011,Total Motorized Vehicles,8143
Vegreville,2012,Total Motorized Vehicles,7813
Vegreville,2013,Total Motorized Vehicles,7959
Vegreville,2014,Total Motorized Vehicles,8121
Vegreville,2015,Total Motorized Vehicles,8078
Vegreville,2016,Total Motorized Vehicles,7934
Vegreville,2017,Total Motorized Vehicles,7865
Vegreville,2018,Total Motorized Vehicles,7878
Vegreville,2019,Total Motorized Vehicles,7743
Vegreville,2020,Total Motorized Vehicles,7854
Westlock,2005,Total Motorized Vehicles,6856
Westlock,2006,Total Motorized Vehicles,6973
Westlock,2007,Total Motorized Vehicles,7321
Westlock,2008,Total Motorized Vehicles,7439
Westlock,2009,Total Motorized Vehicles,7378
Westlock,2010,Total Motorized Vehicles,7378
Westlock,2011,Total Motorized Vehicles,7408
Westlock,2012,Total Motorized Vehicles,7508
Westlock,2013,Total Motorized Vehicles,7681
Westlock,2014,Total Motorized Vehicles,7843
Westlock,2015,Total Motorized Vehicles,8005
Westlock,2016,Total Motorized Vehicles,7825
Westlock,2017,Total Motorized Vehicles,7783
Westlock,2018,Total Motorized Vehicles,7942
Westlock,2019,Total Motorized Vehicles,7637
Westlock,2020,Total Motorized Vehicles,7779
Clyde,2005,Total Motorized Vehicles,1042
Clyde,2006,Total Motorized Vehicles,1078
Clyde,2007,Total Motorized Vehicles,1155
Clyde,2008,Total Motorized Vehicles,1110
Clyde,2009,Total Motorized Vehicles,1122
Clyde,2010,Total Motorized Vehicles,1122
Clyde,2011,Total Motorized Vehicles,1155
Clyde,2012,Total Motorized Vehicles,1203
Clyde,2013,Total Motorized Vehicles,1251
Clyde,2014,Total Motorized Vehicles,1263
Clyde,2015,Total Motorized Vehicles,1310
Clyde,2016,Total Motorized Vehicles,1304
Clyde,2017,Total Motorized Vehicles,1273
Clyde,2018,Total Motorized Vehicles,1316
Clyde,2019,Total Motorized Vehicles,1327
Clyde,2020,Total Motorized Vehicles,1373
Alberta Beach,2005,Total Motorized Vehicles,1678
Alberta Beach,2006,Total Motorized Vehicles,1711
Alberta Beach,2007,Total Motorized Vehicles,1842
Alberta Beach,2008,Total Motorized Vehicles,1953
Alberta Beach,2009,Total Motorized Vehicles,1996
Alberta Beach,2010,Total Motorized Vehicles,1996
Alberta Beach,2011,Total Motorized Vehicles,2015
Alberta Beach,2012,Total Motorized Vehicles,2039
Alberta Beach,2013,Total Motorized Vehicles,2102
Alberta Beach,2014,Total Motorized Vehicles,2173
Alberta Beach,2015,Total Motorized Vehicles,2166
Alberta Beach,2016,Total Motorized Vehicles,2136
Alberta Beach,2017,Total Motorized Vehicles,2187
Alberta Beach,2018,Total Motorized Vehicles,2210
Alberta Beach,2019,Total Motorized Vehicles,2110
Alberta Beach,2020,Total Motorized Vehicles,2199
Onoway,2005,Total Motorized Vehicles,4575
Onoway,2006,Total Motorized Vehicles,4943
Onoway,2007,Total Motorized Vehicles,5329
Onoway,2008,Total Motorized Vehicles,5486
Onoway,2009,Total Motorized Vehicles,5883
Onoway,2010,Total Motorized Vehicles,5883
Onoway,2011,Total Motorized Vehicles,6021
Onoway,2012,Total Motorized Vehicles,6236
Onoway,2013,Total Motorized Vehicles,6514
Onoway,2014,Total Motorized Vehicles,6702
Onoway,2015,Total Motorized Vehicles,6832
Onoway,2016,Total Motorized Vehicles,6174
Onoway,2017,Total Motorized Vehicles,6056
Onoway,2018,Total Motorized Vehicles,6101
Onoway,2019,Total Motorized Vehicles,5974
Onoway,2020,Total Motorized Vehicles,6011
Whitecourt,2005,Total Motorized Vehicles,9834
Whitecourt,2006,Total Motorized Vehicles,10506
Whitecourt,2007,Total Motorized Vehicles,11133
Whitecourt,2008,Total Motorized Vehicles,11297
Whitecourt,2009,Total Motorized Vehicles,11446
Whitecourt,2010,Total Motorized Vehicles,11446
Whitecourt,2011,Total Motorized Vehicles,12251
Whitecourt,2012,Total Motorized Vehicles,12906
Whitecourt,2013,Total Motorized Vehicles,13534
Whitecourt,2014,Total Motorized Vehicles,14103
Whitecourt,2015,Total Motorized Vehicles,14014
Whitecourt,2016,Total Motorized Vehicles,13393
Whitecourt,2017,Total Motorized Vehicles,13479
Whitecourt,2018,Total Motorized Vehicles,13836
Whitecourt,2019,Total Motorized Vehicles,13383
Whitecourt,2020,Total Motorized Vehicles,13300
Bashaw,2005,Total Motorized Vehicles,1943
Bashaw,2006,Total Motorized Vehicles,2033
Bashaw,2007,Total Motorized Vehicles,2168
Bashaw,2008,Total Motorized Vehicles,2232
Bashaw,2009,Total Motorized Vehicles,2270
Bashaw,2010,Total Motorized Vehicles,2270
Bashaw,2011,Total Motorized Vehicles,2296
Bashaw,2012,Total Motorized Vehicles,2276
Bashaw,2013,Total Motorized Vehicles,2317
Bashaw,2014,Total Motorized Vehicles,2373
Bashaw,2015,Total Motorized Vehicles,2355
Bashaw,2016,Total Motorized Vehicles,2285
Bashaw,2017,Total Motorized Vehicles,2296
Bashaw,2018,Total Motorized Vehicles,2360
Bashaw,2019,Total Motorized Vehicles,2307
Bashaw,2020,Total Motorized Vehicles,2288
Rosalind,2005,Total Motorized Vehicles,450
Rosalind,2006,Total Motorized Vehicles,459
Rosalind,2007,Total Motorized Vehicles,487
Rosalind,2008,Total Motorized Vehicles,492
Rosalind,2009,Total Motorized Vehicles,515
Rosalind,2010,Total Motorized Vehicles,515
Rosalind,2011,Total Motorized Vehicles,552
Rosalind,2012,Total Motorized Vehicles,545
Rosalind,2013,Total Motorized Vehicles,560
Rosalind,2014,Total Motorized Vehicles,558
Rosalind,2015,Total Motorized Vehicles,547
Rosalind,2016,Total Motorized Vehicles,531
Rosalind,2017,Total Motorized Vehicles,532
Rosalind,2018,Total Motorized Vehicles,520
Rosalind,2019,Total Motorized Vehicles,522
Rosalind,2020,Total Motorized Vehicles,569
Cochrane,2005,Total Motorized Vehicles,15700
Cochrane,2006,Total Motorized Vehicles,16887
Cochrane,2007,Total Motorized Vehicles,17991
Cochrane,2008,Total Motorized Vehicles,18774
Cochrane,2009,Total Motorized Vehicles,20873
Cochrane,2010,Total Motorized Vehicles,20873
Cochrane,2011,Total Motorized Vehicles,22182
Cochrane,2012,Total Motorized Vehicles,23790
Cochrane,2013,Total Motorized Vehicles,25405
Cochrane,2014,Total Motorized Vehicles,27678
Cochrane,2015,Total Motorized Vehicles,28928
Cochrane,2016,Total Motorized Vehicles,29563
Cochrane,2017,Total Motorized Vehicles,30562
Cochrane,2018,Total Motorized Vehicles,31976
Cochrane,2019,Total Motorized Vehicles,32472
Cochrane,2020,Total Motorized Vehicles,31051
Airdrie,2005,Total Motorized Vehicles,24609
Airdrie,2006,Total Motorized Vehicles,27288
Airdrie,2007,Total Motorized Vehicles,30095
Airdrie,2008,Total Motorized Vehicles,32293
Airdrie,2009,Total Motorized Vehicles,36368
Airdrie,2010,Total Motorized Vehicles,36368
Airdrie,2011,Total Motorized Vehicles,38999
Airdrie,2012,Total Motorized Vehicles,42381
Airdrie,2013,Total Motorized Vehicles,46233
Airdrie,2014,Total Motorized Vehicles,50069
Airdrie,2015,Total Motorized Vehicles,52552
Airdrie,2016,Total Motorized Vehicles,53988
Airdrie,2017,Total Motorized Vehicles,55749
Airdrie,2018,Total Motorized Vehicles,56348
Airdrie,2019,Total Motorized Vehicles,56471
Airdrie,2020,Total Motorized Vehicles,58437
Irricana,2005,Total Motorized Vehicles,1338
Irricana,2006,Total Motorized Vehicles,1454
Irricana,2007,Total Motorized Vehicles,1567
Irricana,2008,Total Motorized Vehicles,1617
Irricana,2009,Total Motorized Vehicles,1572
Irricana,2010,Total Motorized Vehicles,1572
Irricana,2011,Total Motorized Vehicles,1614
Irricana,2012,Total Motorized Vehicles,1686
Irricana,2013,Total Motorized Vehicles,1712
Irricana,2014,Total Motorized Vehicles,1798
Irricana,2015,Total Motorized Vehicles,1857
Irricana,2016,Total Motorized Vehicles,1824
Irricana,2017,Total Motorized Vehicles,1765
Irricana,2018,Total Motorized Vehicles,1873
Irricana,2019,Total Motorized Vehicles,1849
Irricana,2020,Total Motorized Vehicles,1896
Beiseker,2005,Total Motorized Vehicles,1442
Beiseker,2006,Total Motorized Vehicles,1499
Beiseker,2007,Total Motorized Vehicles,1593
Beiseker,2008,Total Motorized Vehicles,1572
Beiseker,2009,Total Motorized Vehicles,1554
Beiseker,2010,Total Motorized Vehicles,1554
Beiseker,2011,Total Motorized Vehicles,1580
Beiseker,2012,Total Motorized Vehicles,1570
Beiseker,2013,Total Motorized Vehicles,1625
Beiseker,2014,Total Motorized Vehicles,1643
Beiseker,2015,Total Motorized Vehicles,1608
Beiseker,2016,Total Motorized Vehicles,1539
Beiseker,2017,Total Motorized Vehicles,1539
Beiseker,2018,Total Motorized Vehicles,1559
Beiseker,2019,Total Motorized Vehicles,1531
Beiseker,2020,Total Motorized Vehicles,1528
Crossfield,2005,Total Motorized Vehicles,4024
Crossfield,2006,Total Motorized Vehicles,4239
Crossfield,2007,Total Motorized Vehicles,4643
Crossfield,2008,Total Motorized Vehicles,4778
Crossfield,2009,Total Motorized Vehicles,4998
Crossfield,2010,Total Motorized Vehicles,4998
Crossfield,2011,Total Motorized Vehicles,5045
Crossfield,2012,Total Motorized Vehicles,5097
Crossfield,2013,Total Motorized Vehicles,5289
Crossfield,2014,Total Motorized Vehicles,5346
Crossfield,2015,Total Motorized Vehicles,5465
Crossfield,2016,Total Motorized Vehicles,5464
Crossfield,2017,Total Motorized Vehicles,5612
Crossfield,2018,Total Motorized Vehicles,5863
Crossfield,2019,Total Motorized Vehicles,5857
Crossfield,2020,Total Motorized Vehicles,5914
Westlock County,2005,Total Motorized Vehicles,4422
Westlock County,2006,Total Motorized Vehicles,4677
Westlock County,2007,Total Motorized Vehicles,4887
Westlock County,2008,Total Motorized Vehicles,5063
Westlock County,2009,Total Motorized Vehicles,5227
Westlock County,2010,Total Motorized Vehicles,5227
Westlock County,2011,Total Motorized Vehicles,5297
Westlock County,2012,Total Motorized Vehicles,5395
Westlock County,2013,Total Motorized Vehicles,5511
Westlock County,2014,Total Motorized Vehicles,5604
Westlock County,2015,Total Motorized Vehicles,5718
Westlock County,2016,Total Motorized Vehicles,5611
Westlock County,2017,Total Motorized Vehicles,5629
Westlock County,2018,Total Motorized Vehicles,5690
Westlock County,2019,Total Motorized Vehicles,5566
Westlock County,2020,Total Motorized Vehicles,5771
Woodlands County,2005,Total Motorized Vehicles,1482
Woodlands County,2006,Total Motorized Vehicles,1533
Woodlands County,2007,Total Motorized Vehicles,1637
Woodlands County,2008,Total Motorized Vehicles,1683
Woodlands County,2009,Total Motorized Vehicles,1649
Woodlands County,2010,Total Motorized Vehicles,1649
Woodlands County,2011,Total Motorized Vehicles,1725
Woodlands County,2012,Total Motorized Vehicles,1715
Woodlands County,2013,Total Motorized Vehicles,1704
Woodlands County,2014,Total Motorized Vehicles,1722
Woodlands County,2015,Total Motorized Vehicles,1712
Woodlands County,2016,Total Motorized Vehicles,1694
Woodlands County,2017,Total Motorized Vehicles,1672
Woodlands County,2018,Total Motorized Vehicles,1676
Woodlands County,2019,Total Motorized Vehicles,1590
Woodlands County,2020,Total Motorized Vehicles,1613
Tofield,2005,Total Motorized Vehicles,5138
Tofield,2006,Total Motorized Vehicles,5447
Tofield,2007,Total Motorized Vehicles,5761
Tofield,2008,Total Motorized Vehicles,5853
Tofield,2009,Total Motorized Vehicles,6003
Tofield,2010,Total Motorized Vehicles,6003
Tofield,2011,Total Motorized Vehicles,6133
Tofield,2012,Total Motorized Vehicles,6274
Tofield,2013,Total Motorized Vehicles,6508
Tofield,2014,Total Motorized Vehicles,6659
Tofield,2015,Total Motorized Vehicles,4471
Tofield,2016,Total Motorized Vehicles,3584
Tofield,2017,Total Motorized Vehicles,3360
Tofield,2018,Total Motorized Vehicles,3324
Tofield,2019,Total Motorized Vehicles,3183
Tofield,2020,Total Motorized Vehicles,3257
Ryley,2005,Total Motorized Vehicles,1103
Ryley,2006,Total Motorized Vehicles,1124
Ryley,2007,Total Motorized Vehicles,1184
Ryley,2008,Total Motorized Vehicles,1236
Ryley,2009,Total Motorized Vehicles,1285
Ryley,2010,Total Motorized Vehicles,1285
Ryley,2011,Total Motorized Vehicles,1305
Ryley,2012,Total Motorized Vehicles,1315
Ryley,2013,Total Motorized Vehicles,1329
Ryley,2014,Total Motorized Vehicles,1324
Ryley,2015,Total Motorized Vehicles,1389
Ryley,2016,Total Motorized Vehicles,1312
Ryley,2017,Total Motorized Vehicles,1305
Ryley,2018,Total Motorized Vehicles,1327
Ryley,2019,Total Motorized Vehicles,1299
Ryley,2020,Total Motorized Vehicles,1313
Holden,2005,Total Motorized Vehicles,963
Holden,2006,Total Motorized Vehicles,993
Holden,2007,Total Motorized Vehicles,998
Holden,2008,Total Motorized Vehicles,1048
Holden,2009,Total Motorized Vehicles,1056
Holden,2010,Total Motorized Vehicles,1056
Holden,2011,Total Motorized Vehicles,1056
Holden,2012,Total Motorized Vehicles,1048
Holden,2013,Total Motorized Vehicles,1092
Holden,2014,Total Motorized Vehicles,1060
Holden,2015,Total Motorized Vehicles,1089
Holden,2016,Total Motorized Vehicles,1045
Holden,2017,Total Motorized Vehicles,1043
Holden,2018,Total Motorized Vehicles,1011
Holden,2019,Total Motorized Vehicles,979
Holden,2020,Total Motorized Vehicles,987
