CSD,Period,Total_Dwelling_Count
Lacombe County,2016,5024.0
Lacombe County,2017,5055.0
Lacombe County,2018,5067.0
Lacombe County,2019,5087.0
Lacombe County,2020,5109.0
Lacombe County,2021,5055.0
Lacombe County,2022,5233.0
Lacombe County,2023,5295.0
Delburne,1994,232.0
Delburne,1995,232.0
Delburne,1996,276.0
Delburne,1997,286.0
Delburne,1998,292.0
Delburne,1999,300.0
Delburne,2000,297.0
Delburne,2001,304.0
Delburne,2002,312.0
Delburne,2003,316.0
Delburne,2004,328.0
Delburne,2005,338.0
Delburne,2006,346.0
Delburne,2007,364.0
Delburne,2008,367.0
Delburne,2009,370.0
Delburne,2010,370.0
Delburne,2011,372.0
Delburne,2012,373.0
Delburne,2013,373.0
Delburne,2014,379.0
Delburne,2015,379.0
Delburne,2016,384.0
Delburne,2017,386.0
Delburne,2018,389.0
Delburne,2019,389.0
Delburne,2020,389.0
Delburne,2021,389.0
Delburne,2022,389.0
Jarvis Bay,1994,14.0
Jarvis Bay,1995,14.0
Jarvis Bay,1996,37.0
Jarvis Bay,1997,38.0
Jarvis Bay,1998,39.0
Jarvis Bay,1999,44.0
Jarvis Bay,2000,47.0
Jarvis Bay,2001,44.0
Jarvis Bay,2002,44.0
Jarvis Bay,2003,45.0
Jarvis Bay,2004,47.0
Jarvis Bay,2005,53.0
Jarvis Bay,2006,62.0
Jarvis Bay,2007,65.0
Jarvis Bay,2008,67.0
Jarvis Bay,2009,68.0
Jarvis Bay,2010,69.0
Jarvis Bay,2011,69.0
Jarvis Bay,2012,75.0
Jarvis Bay,2013,75.0
Jarvis Bay,2014,75.0
Jarvis Bay,2015,75.0
Jarvis Bay,2016,86.0
Jarvis Bay,2017,86.0
Jarvis Bay,2018,86.0
Jarvis Bay,2019,86.0
Jarvis Bay,2020,86.0
Jarvis Bay,2021,86.0
Jarvis Bay,2022,86.0
Jarvis Bay,2023,86.0
Bowden,2023,606.0
Bowden,1994,440.0
Bowden,1995,440.0
Bowden,1996,423.0
Bowden,1997,423.0
Bowden,1998,452.0
Bowden,1999,455.0
Bowden,2000,464.0
Bowden,2001,468.0
Bowden,2002,474.0
Bowden,2003,479.0
Bowden,2004,488.0
Bowden,2005,487.0
Bowden,2006,500.0
Bowden,2007,515.0
Bowden,2008,507.0
Bowden,2009,507.0
Bowden,2010,518.0
Bowden,2011,517.0
Bowden,2012,594.0
Bowden,2013,599.0
Bowden,2014,599.0
Bowden,2015,602.0
Bowden,2016,605.0
Bowden,2017,605.0
Bowden,2018,605.0
Bowden,2019,605.0
Bowden,2020,605.0
Bowden,2021,605.0
Bowden,2022,605.0
Innisfail,1994,2447.0
Innisfail,1995,2499.0
Innisfail,1996,2657.0
Innisfail,1997,2699.0
Innisfail,1998,2847.0
Innisfail,1999,2847.0
Innisfail,2000,2892.0
Innisfail,2001,2948.0
Innisfail,2002,3089.0
Innisfail,2003,3175.0
Innisfail,2004,3206.0
Innisfail,2005,3250.0
Innisfail,2006,3281.0
Innisfail,2007,3308.0
Innisfail,2008,3354.0
Innisfail,2009,3920.0
Innisfail,2010,3712.0
Innisfail,2011,3752.0
Innisfail,2012,3758.0
Innisfail,2013,3767.0
Innisfail,2014,3812.0
Innisfail,2015,3813.0
Innisfail,2016,3819.0
Innisfail,2017,3821.0
Innisfail,2018,3825.0
Innisfail,2019,3836.0
Innisfail,2020,3840.0
Innisfail,2021,3860.0
Innisfail,2022,3867.0
Innisfail,2023,3874.0
Penhold,2023,1510.0
Penhold,1994,540.0
Penhold,1995,552.0
Penhold,1996,581.0
Penhold,1997,582.0
Penhold,1998,600.0
Penhold,1999,598.0
Penhold,2000,618.0
Penhold,2001,624.0
Penhold,2002,649.0
Penhold,2003,689.0
Penhold,2004,712.0
Penhold,2005,720.0
Penhold,2006,750.0
Penhold,2007,824.0
Penhold,2008,857.0
Penhold,2009,861.0
Penhold,2010,901.0
Penhold,2011,955.0
Penhold,2012,1036.0
Penhold,2013,1280.0
Penhold,2014,1376.0
Penhold,2015,1376.0
Penhold,2016,1376.0
Penhold,2017,1472.0
Penhold,2018,1496.0
Penhold,2019,1496.0
Penhold,2020,1510.0
Penhold,2021,1510.0
Penhold,2022,1510.0
Eckville,1994,349.0
Eckville,1995,349.0
Eckville,1996,346.0
Eckville,1997,346.0
Eckville,1998,351.0
Eckville,1999,355.0
Eckville,2000,360.0
Eckville,2001,364.0
Eckville,2002,372.0
Eckville,2003,392.0
Eckville,2004,380.0
Eckville,2005,384.0
Eckville,2006,432.0
Eckville,2007,433.0
Eckville,2008,471.0
Eckville,2009,475.0
Eckville,2010,480.0
Eckville,2011,485.0
Eckville,2012,485.0
Eckville,2013,489.0
Eckville,2014,495.0
Eckville,2015,497.0
Eckville,2016,491.0
Eckville,2017,499.0
Eckville,2018,499.0
Eckville,2019,499.0
Eckville,2020,499.0
Eckville,2021,499.0
Eckville,2022,499.0
Eckville,2023,499.0
Bentley,2023,427.0
Bentley,1994,352.0
Bentley,1995,352.0
Bentley,1996,370.0
Bentley,1997,375.0
Bentley,1998,375.0
Bentley,1999,383.0
Bentley,2000,388.0
Bentley,2001,400.0
Bentley,2002,400.0
Bentley,2003,410.0
Bentley,2004,412.0
Bentley,2005,413.0
Bentley,2006,418.0
Bentley,2007,423.0
Bentley,2008,425.0
Bentley,2009,425.0
Bentley,2010,425.0
Bentley,2011,425.0
Bentley,2012,426.0
Bentley,2013,426.0
Bentley,2014,427.0
Bentley,2015,427.0
Bentley,2016,427.0
Bentley,2017,427.0
Bentley,2018,427.0
Bentley,2019,427.0
Bentley,2020,427.0
Bentley,2021,427.0
Bentley,2022,427.0
Blackfalds,1994,601.0
Blackfalds,1995,601.0
Blackfalds,1996,627.0
Blackfalds,1997,758.0
Blackfalds,1998,789.0
Blackfalds,1999,871.0
Blackfalds,2000,1238.0
Blackfalds,2001,1238.0
Blackfalds,2002,1410.0
Blackfalds,2003,1499.0
Blackfalds,2004,1321.0
Blackfalds,2005,1854.0
Blackfalds,2006,2137.0
Blackfalds,2007,2124.0
Blackfalds,2008,2128.0
Blackfalds,2009,2430.0
Blackfalds,2010,2480.0
Blackfalds,2011,3032.0
Blackfalds,2012,3083.0
Blackfalds,2013,3173.0
Blackfalds,2014,3361.0
Blackfalds,2015,3917.0
Blackfalds,2016,4095.0
Blackfalds,2017,4337.0
Blackfalds,2018,4337.0
Blackfalds,2019,4337.0
Blackfalds,2020,4337.0
Blackfalds,2021,4337.0
Blackfalds,2022,4337.0
Blackfalds,2023,4262.0
Rochon Sands,2023,29.0
Rochon Sands,1994,20.0
Rochon Sands,1995,20.0
Rochon Sands,1996,22.0
Rochon Sands,1997,22.0
Rochon Sands,1998,22.0
Rochon Sands,1999,22.0
Rochon Sands,2000,22.0
Rochon Sands,2001,56.0
Rochon Sands,2002,31.0
Rochon Sands,2003,33.0
Rochon Sands,2004,33.0
Rochon Sands,2005,29.0
Rochon Sands,2006,29.0
Rochon Sands,2007,29.0
Rochon Sands,2008,29.0
Rochon Sands,2009,29.0
Rochon Sands,2010,29.0
Rochon Sands,2011,29.0
Rochon Sands,2012,29.0
Rochon Sands,2013,29.0
Rochon Sands,2014,29.0
Rochon Sands,2015,29.0
Rochon Sands,2016,29.0
Rochon Sands,2017,29.0
Rochon Sands,2018,29.0
Rochon Sands,2019,29.0
Rochon Sands,2020,29.0
Rochon Sands,2021,29.0
Rochon Sands,2022,29.0
Donalda,1994,106.0
Donalda,1995,108.0
Donalda,1996,110.0
Donalda,1997,110.0
Donalda,1998,110.0
Donalda,1999,110.0
Donalda,2000,111.0
Donalda,2001,113.0
Donalda,2002,114.0
Donalda,2003,114.0
Donalda,2004,116.0
Donalda,2005,118.0
Donalda,2006,125.0
Donalda,2007,127.0
Donalda,2008,133.0
Donalda,2009,135.0
Donalda,2010,152.0
Donalda,2011,152.0
Donalda,2012,153.0
Donalda,2013,153.0
Donalda,2014,153.0
Donalda,2015,149.0
Donalda,2016,161.0
Donalda,2017,161.0
Donalda,2018,136.0
Donalda,2019,136.0
Donalda,2020,136.0
Donalda,2021,136.0
Donalda,2022,136.0
Donalda,2023,136.0
Flagstaff County,1994,191.0
Flagstaff County,1995,191.0
Flagstaff County,1996,191.0
Flagstaff County,1997,197.0
Flagstaff County,1998,200.0
Flagstaff County,1999,200.0
Flagstaff County,2000,195.0
Flagstaff County,2001,187.0
Flagstaff County,2002,186.0
Flagstaff County,2003,189.0
Flagstaff County,2004,187.0
Flagstaff County,2005,187.0
Flagstaff County,2006,187.0
Flagstaff County,2007,186.0
Flagstaff County,2008,201.0
Flagstaff County,2009,205.0
Flagstaff County,2010,210.0
Flagstaff County,2011,210.0
Flagstaff County,2012,214.0
Flagstaff County,2013,193.0
Flagstaff County,2014,188.0
Flagstaff County,2015,188.0
Alliance,1994,110.0
Alliance,1995,110.0
Alliance,1996,104.0
Alliance,1997,104.0
Alliance,1998,104.0
Alliance,1999,104.0
Alliance,2000,101.0
Alliance,2001,104.0
Alliance,2002,102.0
Alliance,2003,102.0
Alliance,2004,99.0
Alliance,2005,98.0
Alliance,2006,106.0
Alliance,2007,103.0
Alliance,2008,105.0
Alliance,2009,102.0
Alliance,2010,108.0
Alliance,2011,108.0
Alliance,2012,108.0
Alliance,2013,108.0
Alliance,2014,108.0
Alliance,2015,109.0
Alliance,2016,108.0
Alliance,2017,108.0
Alliance,2018,108.0
Alliance,2019,108.0
Alliance,2020,108.0
Alliance,2021,108.0
Alliance,2022,108.0
Alliance,2023,108.0
Forestburg,2023,457.0
Forestburg,1994,373.0
Forestburg,1995,373.0
Forestburg,1996,382.0
Forestburg,1997,383.0
Forestburg,1998,383.0
Forestburg,1999,383.0
Forestburg,2000,383.0
Forestburg,2001,384.0
Forestburg,2002,384.0
Forestburg,2003,384.0
Forestburg,2004,384.0
Forestburg,2005,385.0
Forestburg,2006,388.0
Forestburg,2007,389.0
Forestburg,2008,392.0
Forestburg,2009,394.0
Forestburg,2010,394.0
Forestburg,2011,401.0
Forestburg,2012,402.0
Forestburg,2013,425.0
Forestburg,2014,425.0
Forestburg,2015,425.0
Forestburg,2016,426.0
Forestburg,2017,420.0
Forestburg,2018,457.0
Forestburg,2019,457.0
Forestburg,2020,457.0
Forestburg,2021,457.0
Forestburg,2022,457.0
Heisler,1994,74.0
Heisler,1995,74.0
Heisler,1996,81.0
Heisler,1997,81.0
Heisler,1998,81.0
Heisler,1999,81.0
Heisler,2000,81.0
Heisler,2001,81.0
Heisler,2002,81.0
Heisler,2003,81.0
Heisler,2004,81.0
Heisler,2005,81.0
Heisler,2006,81.0
Heisler,2007,81.0
Heisler,2008,85.0
Heisler,2009,85.0
Heisler,2010,85.0
Heisler,2011,85.0
Heisler,2012,85.0
Heisler,2013,86.0
Heisler,2014,86.0
Heisler,2015,86.0
Heisler,2016,86.0
Heisler,2017,86.0
Heisler,2018,86.0
Heisler,2019,86.0
Heisler,2020,86.0
Heisler,2021,85.0
Heisler,2022,85.0
Heisler,2023,85.0
Leduc,2023,13750.0
Leduc,1994,5065.0
Leduc,1995,5065.0
Leduc,1996,5197.0
Leduc,1997,5154.0
Leduc,1998,5293.0
Leduc,1999,5399.0
Leduc,2000,5519.0
Leduc,2001,5250.0
Leduc,2002,5489.0
Leduc,2003,5654.0
Leduc,2004,5582.0
Leduc,2005,5857.0
Leduc,2006,6302.0
Leduc,2007,7258.0
Leduc,2008,8859.0
Leduc,2009,9295.0
Leduc,2010,9523.0
Leduc,2011,9917.0
Leduc,2012,9985.0
Leduc,2013,10327.0
Leduc,2014,11532.0
Leduc,2015,11802.0
Leduc,2016,12086.0
Leduc,2017,12556.0
Leduc,2018,13042.0
Leduc,2019,13196.0
Leduc,2020,13196.0
Leduc,2021,13226.0
Leduc,2022,13492.0
Amisk,1994,85.0
Amisk,1995,85.0
Amisk,1996,92.0
Amisk,1997,92.0
Amisk,1998,92.0
Amisk,1999,92.0
Amisk,2000,93.0
Amisk,2001,93.0
Amisk,2002,93.0
Amisk,2003,93.0
Amisk,2004,94.0
Amisk,2005,93.0
Amisk,2006,93.0
Amisk,2007,93.0
Amisk,2008,93.0
Amisk,2009,112.0
Amisk,2010,98.0
Amisk,2011,98.0
Amisk,2012,98.0
Amisk,2013,98.0
Amisk,2014,99.0
Amisk,2015,101.0
Amisk,2016,101.0
Amisk,2017,101.0
Amisk,2018,101.0
Amisk,2019,101.0
Amisk,2020,98.0
Amisk,2021,98.0
Amisk,2022,98.0
Amisk,2023,105.0
Paintearth County No. 18,2023,819.0
Paintearth County No. 18,1994,713.0
Paintearth County No. 18,1995,713.0
Paintearth County No. 18,1996,713.0
Paintearth County No. 18,1997,706.0
Paintearth County No. 18,1998,706.0
Paintearth County No. 18,1999,712.0
Paintearth County No. 18,2000,706.0
Paintearth County No. 18,2001,706.0
Paintearth County No. 18,2002,734.0
Paintearth County No. 18,2003,734.0
Paintearth County No. 18,2004,734.0
Paintearth County No. 18,2005,734.0
Paintearth County No. 18,2006,734.0
Paintearth County No. 18,2007,733.0
Paintearth County No. 18,2008,733.0
Paintearth County No. 18,2009,733.0
Paintearth County No. 18,2010,692.0
Paintearth County No. 18,2011,777.0
Paintearth County No. 18,2012,760.0
Paintearth County No. 18,2013,760.0
Paintearth County No. 18,2014,760.0
Paintearth County No. 18,2015,792.0
Paintearth County No. 18,2016,794.0
Paintearth County No. 18,2017,797.0
Paintearth County No. 18,2018,798.0
Paintearth County No. 18,2019,798.0
Paintearth County No. 18,2020,808.0
Paintearth County No. 18,2021,808.0
Paintearth County No. 18,2022,818.0
Coronation,1994,422.0
Coronation,1995,422.0
Coronation,1996,491.0
Coronation,1997,484.0
Coronation,1998,475.0
Coronation,1999,473.0
Coronation,2000,470.0
Coronation,2001,470.0
Coronation,2002,470.0
Coronation,2003,470.0
Coronation,2004,473.0
Coronation,2005,478.0
Coronation,2006,480.0
Coronation,2007,490.0
Coronation,2008,503.0
Coronation,2009,504.0
Coronation,2010,504.0
Coronation,2011,504.0
Coronation,2012,504.0
Coronation,2013,504.0
Coronation,2014,504.0
Coronation,2015,468.0
Coronation,2016,468.0
Coronation,2017,467.0
Coronation,2018,462.0
Coronation,2019,462.0
Coronation,2020,462.0
Coronation,2021,462.0
Coronation,2022,462.0
Castor,1994,408.0
Castor,1995,408.0
Castor,1996,430.0
Castor,1997,430.0
Castor,1998,430.0
Castor,1999,430.0
Castor,2000,430.0
Castor,2001,428.0
Castor,2002,428.0
Castor,2003,428.0
Castor,2004,430.0
Castor,2005,432.0
Castor,2006,437.0
Castor,2007,438.0
Castor,2008,439.0
Castor,2009,440.0
Castor,2010,451.0
Castor,2011,454.0
Castor,2012,456.0
Castor,2013,458.0
Castor,2014,458.0
Castor,2015,458.0
Castor,2016,458.0
Castor,2017,458.0
Castor,2018,458.0
Castor,2019,458.0
Castor,2020,458.0
Castor,2021,458.0
Castor,2022,458.0
Castor,2023,458.0
Halkirk,2023,62.0
Halkirk,1994,59.0
Halkirk,1995,59.0
Halkirk,1996,67.0
Halkirk,1997,67.0
Halkirk,1998,67.0
Halkirk,1999,67.0
Halkirk,2000,67.0
Halkirk,2001,67.0
Halkirk,2002,67.0
Halkirk,2003,65.0
Halkirk,2004,65.0
Halkirk,2005,62.0
Halkirk,2006,64.0
Halkirk,2007,64.0
Halkirk,2008,65.0
Halkirk,2009,66.0
Halkirk,2010,66.0
Halkirk,2011,66.0
Halkirk,2012,66.0
Halkirk,2013,66.0
Halkirk,2014,66.0
Halkirk,2015,66.0
Halkirk,2016,66.0
Halkirk,2017,65.0
Halkirk,2018,65.0
Halkirk,2019,62.0
Halkirk,2020,62.0
Halkirk,2021,62.0
Halkirk,2022,62.0
Daysland,1994,293.0
Daysland,1995,293.0
Daysland,1996,320.0
Daysland,1997,320.0
Daysland,1998,321.0
Daysland,1999,322.0
Daysland,2000,326.0
Daysland,2001,354.0
Daysland,2002,327.0
Daysland,2003,327.0
Daysland,2004,330.0
Daysland,2005,334.0
Daysland,2006,341.0
Daysland,2007,348.0
Daysland,2008,333.0
Daysland,2009,336.0
Daysland,2010,337.0
Daysland,2011,337.0
Daysland,2012,356.0
Daysland,2013,354.0
Daysland,2014,356.0
Daysland,2015,362.0
Daysland,2016,362.0
Daysland,2017,362.0
Daysland,2018,358.0
Daysland,2019,359.0
Daysland,2020,359.0
Daysland,2021,359.0
Daysland,2022,359.0
Daysland,2023,359.0
Killam,2023,442.0
Killam,1994,396.0
Killam,1995,396.0
Killam,1996,411.0
Killam,1997,429.0
Killam,1998,437.0
Killam,1999,441.0
Killam,2000,429.0
Killam,2001,429.0
Killam,2002,436.0
Killam,2003,435.0
Killam,2004,435.0
Killam,2005,435.0
Killam,2006,436.0
Killam,2007,410.0
Killam,2008,391.0
Killam,2009,385.0
Killam,2010,385.0
Killam,2011,394.0
Killam,2012,433.0
Killam,2013,435.0
Killam,2014,430.0
Killam,2015,430.0
Killam,2016,430.0
Killam,2017,430.0
Killam,2018,430.0
Killam,2019,430.0
Killam,2020,430.0
Killam,2021,430.0
Killam,2022,430.0
Camrose County,1994,2506.0
Camrose County,1995,2506.0
Camrose County,1996,2609.0
Camrose County,1997,2694.0
Camrose County,1998,2711.0
Camrose County,1999,2729.0
Camrose County,2000,2745.0
Camrose County,2001,2869.0
Camrose County,2002,2909.0
Camrose County,2003,3255.0
Camrose County,2004,3166.0
Camrose County,2005,3209.0
Camrose County,2006,3212.0
Camrose County,2007,3337.0
Camrose County,2008,3470.0
Camrose County,2009,3515.0
Camrose County,2010,3555.0
Camrose County,2011,3605.0
Camrose County,2012,3729.0
Camrose County,2013,3817.0
Camrose County,2014,4303.0
Camrose County,2015,4413.0
Camrose County,2016,4412.0
Camrose County,2017,4445.0
Camrose County,2018,4456.0
Camrose County,2019,4352.0
Camrose County,2020,4502.0
Camrose County,2021,4502.0
Camrose County,2022,4269.0
Camrose County,2023,4269.0
Fort Saskatchewan,2023,11915.0
Fort Saskatchewan,1994,4077.0
Fort Saskatchewan,1995,4077.0
Fort Saskatchewan,1996,4204.0
Fort Saskatchewan,1997,4357.0
Fort Saskatchewan,1998,4605.0
Fort Saskatchewan,1999,4633.0
Fort Saskatchewan,2000,4772.0
Fort Saskatchewan,2001,5011.0
Fort Saskatchewan,2002,5262.0
Fort Saskatchewan,2003,5315.0
Fort Saskatchewan,2004,5315.0
Fort Saskatchewan,2005,5900.0
Fort Saskatchewan,2006,6132.0
Fort Saskatchewan,2007,6221.0
Fort Saskatchewan,2008,6727.0
Fort Saskatchewan,2009,7067.0
Fort Saskatchewan,2010,7487.0
Fort Saskatchewan,2011,7794.0
Fort Saskatchewan,2012,8130.0
Fort Saskatchewan,2013,8843.0
Fort Saskatchewan,2014,9709.0
Fort Saskatchewan,2015,10244.0
Fort Saskatchewan,2016,10485.0
Fort Saskatchewan,2017,10675.0
Fort Saskatchewan,2018,10333.0
Fort Saskatchewan,2019,10379.0
Fort Saskatchewan,2020,11136.0
Fort Saskatchewan,2021,11486.0
Fort Saskatchewan,2022,11704.0
Edmonton,1994,256612.0
Edmonton,1995,256612.0
Edmonton,1996,314581.0
Edmonton,1997,318670.0
Edmonton,1998,262464.0
Edmonton,1999,219483.0
Edmonton,2000,261658.0
Edmonton,2001,275816.0
Edmonton,2002,277749.0
Edmonton,2003,287495.0
Edmonton,2004,291111.0
Edmonton,2005,311663.0
Edmonton,2006,314362.0
Edmonton,2007,314177.0
Edmonton,2008,321747.0
Edmonton,2009,323300.0
Edmonton,2010,328867.0
Edmonton,2011,341674.0
Edmonton,2012,348140.0
Edmonton,2013,356063.0
Edmonton,2014,389527.0
Edmonton,2015,389527.0
Edmonton,2016,387950.0
Edmonton,2017,387950.0
Edmonton,2018,387950.0
Edmonton,2019,387950.0
Edmonton,2020,387950.0
Edmonton,2021,387950.0
Edmonton,2022,428857.0
Edmonton,2023,428857.0
Chestermere,2023,8300.0
Chestermere,1994,615.0
Chestermere,1995,615.0
Chestermere,1996,690.0
Chestermere,1997,753.0
Chestermere,1998,926.0
Chestermere,1999,1175.0
Chestermere,2000,1300.0
Chestermere,2001,1600.0
Chestermere,2002,2100.0
Chestermere,2003,2500.0
Chestermere,2004,2622.0
Chestermere,2005,3989.0
Chestermere,2006,4406.0
Chestermere,2007,3864.0
Chestermere,2008,4287.0
Chestermere,2009,5543.0
Chestermere,2010,4797.0
Chestermere,2011,4869.0
Chestermere,2012,4996.0
Chestermere,2013,5375.0
Chestermere,2014,6022.0
Chestermere,2015,6210.0
Chestermere,2016,6357.0
Chestermere,2017,6531.0
Chestermere,2018,6627.0
Chestermere,2019,6735.0
Chestermere,2020,6975.0
Chestermere,2021,7408.0
Chestermere,2022,8069.0
Lethbridge,1994,26041.0
Lethbridge,1995,26041.0
Lethbridge,1996,26254.0
Lethbridge,1997,23018.0
Lethbridge,1998,27303.0
Lethbridge,1999,22799.0
Lethbridge,2000,23409.0
Lethbridge,2001,24585.0
Lethbridge,2002,25505.0
Lethbridge,2003,26310.0
Lethbridge,2004,27112.0
Lethbridge,2005,27112.0
Lethbridge,2006,28211.0
Lethbridge,2007,29044.0
Lethbridge,2008,30221.0
Lethbridge,2009,36933.0
Lethbridge,2010,37683.0
Lethbridge,2011,38316.0
Lethbridge,2012,39214.0
Lethbridge,2013,39747.0
Lethbridge,2014,40143.0
Lethbridge,2015,40770.0
Lethbridge,2016,41287.0
Lethbridge,2017,41945.0
Lethbridge,2018,41945.0
Lethbridge,2019,42710.0
Lethbridge,2020,42710.0
Lethbridge,2021,42935.0
Lethbridge,2022,43307.0
Lethbridge,2023,47573.0
Coalhurst,2023,1037.0
Coalhurst,1994,439.0
Coalhurst,1995,472.0
Coalhurst,1996,472.0
Coalhurst,1997,475.0
Coalhurst,1998,490.0
Coalhurst,1999,500.0
Coalhurst,2000,500.0
Coalhurst,2001,502.0
Coalhurst,2002,512.0
Coalhurst,2003,536.0
Coalhurst,2004,536.0
Coalhurst,2005,551.0
Coalhurst,2006,554.0
Coalhurst,2007,596.0
Coalhurst,2008,634.0
Coalhurst,2009,705.0
Coalhurst,2010,821.0
Coalhurst,2011,906.0
Coalhurst,2012,949.0
Coalhurst,2013,990.0
Coalhurst,2014,990.0
Coalhurst,2015,1040.0
Coalhurst,2016,1078.0
Coalhurst,2017,1078.0
Coalhurst,2018,1078.0
Coalhurst,2019,1101.0
Coalhurst,2020,1101.0
Coalhurst,2021,1027.0
Coalhurst,2022,1036.0
Nobleford,1994,192.0
Nobleford,1995,192.0
Nobleford,1996,209.0
Nobleford,1997,246.0
Nobleford,1998,197.0
Nobleford,1999,202.0
Nobleford,2000,202.0
Nobleford,2001,206.0
Nobleford,2002,216.0
Nobleford,2003,219.0
Nobleford,2004,229.0
Nobleford,2005,725.0
Nobleford,2006,250.0
Nobleford,2007,291.0
Nobleford,2008,320.0
Nobleford,2009,337.0
Nobleford,2010,381.0
Nobleford,2011,400.0
Nobleford,2012,412.0
Nobleford,2013,420.0
Nobleford,2014,436.0
Nobleford,2015,436.0
Nobleford,2016,465.0
Nobleford,2017,480.0
Nobleford,2018,485.0
Nobleford,2019,490.0
Nobleford,2020,480.0
Nobleford,2021,480.0
Nobleford,2022,480.0
Nobleford,2023,441.0
Duchess,2023,406.0
Duchess,1994,170.0
Duchess,1995,170.0
Duchess,1996,227.0
Duchess,1997,227.0
Duchess,1998,250.0
Duchess,1999,270.0
Duchess,2000,288.0
Duchess,2001,3.0
Duchess,2002,300.0
Duchess,2003,309.0
Duchess,2004,323.0
Duchess,2005,345.0
Duchess,2006,364.0
Duchess,2007,368.0
Duchess,2008,368.0
Duchess,2009,368.0
Duchess,2010,376.0
Duchess,2011,381.0
Duchess,2012,387.0
Duchess,2013,390.0
Duchess,2014,399.0
Duchess,2015,402.0
Duchess,2016,403.0
Duchess,2017,403.0
Duchess,2018,403.0
Duchess,2019,408.0
Duchess,2020,409.0
Duchess,2021,405.0
Duchess,2022,408.0
Rosemary,1994,109.0
Rosemary,1995,109.0
Rosemary,1996,112.0
Rosemary,1997,124.0
Rosemary,1998,124.0
Rosemary,1999,126.0
Rosemary,2000,128.0
Rosemary,2001,130.0
Rosemary,2002,135.0
Rosemary,2003,135.0
Rosemary,2004,135.0
Rosemary,2005,145.0
Rosemary,2006,148.0
Rosemary,2007,150.0
Rosemary,2008,154.0
Rosemary,2009,158.0
Rosemary,2010,159.0
Rosemary,2011,162.0
Rosemary,2012,165.0
Rosemary,2013,166.0
Rosemary,2014,169.0
Rosemary,2015,169.0
Rosemary,2016,183.0
Rosemary,2017,178.0
Rosemary,2018,177.0
Rosemary,2019,177.0
Rosemary,2020,176.0
Rosemary,2021,173.0
Rosemary,2022,173.0
Rosemary,2023,173.0
Bassano,2023,542.0
Bassano,1994,459.0
Bassano,1995,459.0
Bassano,1996,451.0
Bassano,1997,453.0
Bassano,1998,491.0
Bassano,1999,491.0
Bassano,2000,494.0
Bassano,2001,498.0
Bassano,2002,501.0
Bassano,2003,509.0
Bassano,2004,513.0
Bassano,2005,517.0
Bassano,2006,523.0
Bassano,2007,534.0
Bassano,2008,540.0
Bassano,2009,542.0
Bassano,2010,543.0
Bassano,2011,544.0
Bassano,2012,545.0
Bassano,2013,546.0
Bassano,2014,546.0
Bassano,2015,546.0
Bassano,2016,552.0
Bassano,2017,552.0
Bassano,2018,552.0
Bassano,2019,552.0
Bassano,2020,552.0
Bassano,2021,552.0
Bassano,2022,551.0
Cardston County,1994,995.0
Cardston County,1995,995.0
Cardston County,1996,1220.0
Cardston County,1997,1348.0
Cardston County,1998,1055.0
Cardston County,1999,1065.0
Cardston County,2000,1077.0
Cardston County,2001,1297.0
Cardston County,2002,1297.0
Cardston County,2003,1297.0
Cardston County,2004,1297.0
Cardston County,2005,1305.0
Cardston County,2006,1450.0
Cardston County,2007,1462.0
Cardston County,2008,1240.0
Cardston County,2009,1291.0
Cardston County,2010,1307.0
Cardston County,2011,1323.0
Cardston County,2012,1320.0
Cardston County,2013,1329.0
Cardston County,2014,1329.0
Cardston County,2015,1365.0
Cardston County,2016,1377.0
Cardston County,2017,1384.0
Cardston County,2018,1389.0
Cardston County,2019,1402.0
Cardston County,2020,1402.0
Cardston County,2021,1402.0
Cardston County,2022,1445.0
Cardston County,2023,1445.0
Magrath,2023,847.0
Magrath,1994,527.0
Magrath,1995,527.0
Magrath,1996,592.0
Magrath,1997,601.0
Magrath,1998,610.0
Magrath,1999,622.0
Magrath,2000,625.0
Magrath,2001,635.0
Magrath,2002,655.0
Magrath,2003,660.0
Magrath,2004,660.0
Magrath,2005,671.0
Magrath,2006,671.0
Magrath,2007,696.0
Magrath,2008,700.0
Magrath,2009,715.0
Magrath,2010,718.0
Magrath,2011,722.0
Magrath,2012,743.0
Magrath,2013,774.0
Magrath,2014,778.0
Magrath,2015,783.0
Magrath,2016,784.0
Magrath,2017,819.0
Magrath,2018,819.0
Magrath,2019,819.0
Magrath,2020,819.0
Magrath,2021,830.0
Magrath,2022,837.0
Improvement District No.  4 Waterton,1994,74.0
Improvement District No.  4 Waterton,1995,74.0
Improvement District No.  4 Waterton,1996,74.0
Improvement District No.  4 Waterton,1997,74.0
Improvement District No.  4 Waterton,1998,74.0
Improvement District No.  4 Waterton,1999,74.0
Improvement District No.  4 Waterton,2000,74.0
Improvement District No.  4 Waterton,2001,74.0
Improvement District No.  4 Waterton,2004,74.0
Improvement District No.  4 Waterton,2005,74.0
Improvement District No.  4 Waterton,2006,74.0
Improvement District No.  4 Waterton,2007,74.0
Improvement District No.  4 Waterton,2008,74.0
Improvement District No.  4 Waterton,2009,165.0
Improvement District No.  4 Waterton,2010,165.0
Improvement District No.  4 Waterton,2011,165.0
Improvement District No.  4 Waterton,2012,169.0
Improvement District No.  4 Waterton,2013,169.0
Improvement District No.  4 Waterton,2014,169.0
