CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4815035,Banff,2000,Dwelling Units,,3220
4815035,Banff,2001,Dwelling Units,,3220
4815035,Banff,2002,Dwelling Units,,3323
4815035,Banff,2003,Dwelling Units,,3465
4815035,Banff,2004,Dwelling Units,,3493
4815035,Banff,2005,Dwelling Units,,3756
4815035,Banff,2006,Dwelling Units,,3791
4815035,Banff,2007,Dwelling Units,,3627
4815035,Banff,2008,Dwelling Units,,3633
4815035,Banff,2009,Dwelling Units,,3639
4815035,Banff,2010,Dwelling Units,,3642
4815035,Banff,2011,Dwelling Units,,3646
4815035,Banff,2012,Dwelling Units,,3651
4815035,Banff,2013,Dwelling Units,,3651
4815035,Banff,2014,Dwelling Units,,3346
4815035,Banff,2015,Dwelling Units,,3346
4815035,Banff,2016,Dwelling Units,,3346
4815035,Banff,2017,Dwelling Units,,4091
4815035,Banff,2018,Dwelling Units,,4267
4815035,Banff,2019,Dwelling Units,,4101
4815035,Banff,2020,Dwelling Units,,4101
4815035,Banff,2021,Dwelling Units,,4177
4815035,Banff,2022,Dwelling Units,,4223
4815037,Improvement District No. 12 Jasper Park,1994,Dwelling Units,,1752
4815037,Improvement District No. 12 Jasper Park,1995,Dwelling Units,,1752
4815037,Improvement District No. 12 Jasper Park,1996,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,1997,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,1998,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,1999,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2000,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2001,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2002,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2003,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2004,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2005,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2006,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2007,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2008,Dwelling Units,,20
4815037,Improvement District No. 12 Jasper Park,2009,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2010,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2011,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2012,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2013,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2014,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2015,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2016,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2017,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2018,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2019,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2020,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2021,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2022,Dwelling Units,,34
4815037,Improvement District No. 12 Jasper Park,2023,Dwelling Units,,34
4815045,Ranchland No. 66,2023,Dwelling Units,,50
4815045,Ranchland No. 66,1995,Dwelling Units,,52
4815045,Ranchland No. 66,1996,Dwelling Units,,52
4815045,Ranchland No. 66,1997,Dwelling Units,,59
4815045,Ranchland No. 66,1998,Dwelling Units,,54
4815045,Ranchland No. 66,1999,Dwelling Units,,57
4815045,Ranchland No. 66,2000,Dwelling Units,,59
4815045,Ranchland No. 66,2001,Dwelling Units,,58
4815045,Ranchland No. 66,2002,Dwelling Units,,58
4815045,Ranchland No. 66,2003,Dwelling Units,,59
4815045,Ranchland No. 66,2004,Dwelling Units,,59
4815045,Ranchland No. 66,2005,Dwelling Units,,59
4815045,Ranchland No. 66,2006,Dwelling Units,,60
4815045,Ranchland No. 66,2007,Dwelling Units,,60
4815045,Ranchland No. 66,2008,Dwelling Units,,60
4815045,Ranchland No. 66,2009,Dwelling Units,,61
4815045,Ranchland No. 66,2010,Dwelling Units,,61
4815045,Ranchland No. 66,2011,Dwelling Units,,62
4815045,Ranchland No. 66,2012,Dwelling Units,,61
4815045,Ranchland No. 66,2013,Dwelling Units,,47
4815045,Ranchland No. 66,2014,Dwelling Units,,47
4815045,Ranchland No. 66,2015,Dwelling Units,,47
4815045,Ranchland No. 66,2016,Dwelling Units,,47
4815045,Ranchland No. 66,2017,Dwelling Units,,47
4815045,Ranchland No. 66,2018,Dwelling Units,,49
4815045,Ranchland No. 66,2019,Dwelling Units,,49
4815045,Ranchland No. 66,2020,Dwelling Units,,49
4815045,Ranchland No. 66,2021,Dwelling Units,,50
4815045,Ranchland No. 66,2022,Dwelling Units,,50
4816037,Wood Buffalo,1995,Dwelling Units,,11528
4816037,Wood Buffalo,1996,Dwelling Units,,11269
4816037,Wood Buffalo,1997,Dwelling Units,,11590
4816037,Wood Buffalo,1998,Dwelling Units,,13688
4816037,Wood Buffalo,1999,Dwelling Units,,14079
4816037,Wood Buffalo,2000,Dwelling Units,,14475
4816037,Wood Buffalo,2001,Dwelling Units,,16244
4816037,Wood Buffalo,2002,Dwelling Units,,17899
4816037,Wood Buffalo,2003,Dwelling Units,,18026
4816037,Wood Buffalo,2004,Dwelling Units,,19782
4816037,Wood Buffalo,2005,Dwelling Units,,21447
4816037,Wood Buffalo,2006,Dwelling Units,,20070
4816037,Wood Buffalo,2007,Dwelling Units,,21147
4816037,Wood Buffalo,2008,Dwelling Units,,24611
4816037,Wood Buffalo,2009,Dwelling Units,,25708
4816037,Wood Buffalo,2010,Dwelling Units,,27151
4816037,Wood Buffalo,2011,Dwelling Units,,28203
4816037,Wood Buffalo,2012,Dwelling Units,,28833
4816037,Wood Buffalo,2013,Dwelling Units,,30353
4816037,Wood Buffalo,2014,Dwelling Units,,30097
4816037,Wood Buffalo,2015,Dwelling Units,,30208
4816037,Wood Buffalo,2016,Dwelling Units,,30163
4816037,Wood Buffalo,2017,Dwelling Units,,28907
4816037,Wood Buffalo,2018,Dwelling Units,,29642
4816037,Wood Buffalo,2019,Dwelling Units,,29948
4816037,Wood Buffalo,2020,Dwelling Units,,29969
4816037,Wood Buffalo,2021,Dwelling Units,,30226
4816037,Wood Buffalo,2022,Dwelling Units,,30214
4816037,Wood Buffalo,2023,Dwelling Units,,30170
4816051,Improvement District No. 24 Wood Buffalo,2023,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,1994,Dwelling Units,,50
4816051,Improvement District No. 24 Wood Buffalo,1995,Dwelling Units,,50
4816051,Improvement District No. 24 Wood Buffalo,1996,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,1997,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,1998,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,1999,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2000,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2001,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2002,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2003,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2004,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2005,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2006,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2007,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2008,Dwelling Units,,66
4816051,Improvement District No. 24 Wood Buffalo,2009,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2010,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2011,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2012,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2013,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2014,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2015,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2016,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2017,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2018,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2019,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2020,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2021,Dwelling Units,,48
4816051,Improvement District No. 24 Wood Buffalo,2022,Dwelling Units,,48
4810044,Marwayne,1994,Dwelling Units,,198
4810044,Marwayne,1995,Dwelling Units,,198
4810044,Marwayne,1996,Dwelling Units,,197
4810044,Marwayne,1997,Dwelling Units,,203
4810044,Marwayne,1998,Dwelling Units,,204
4810044,Marwayne,1999,Dwelling Units,,204
4810044,Marwayne,2000,Dwelling Units,,206
4810044,Marwayne,2001,Dwelling Units,,216
4810044,Marwayne,2002,Dwelling Units,,216
4810044,Marwayne,2003,Dwelling Units,,216
4810044,Marwayne,2004,Dwelling Units,,216
4810044,Marwayne,2005,Dwelling Units,,225
4810044,Marwayne,2006,Dwelling Units,,225
4810044,Marwayne,2007,Dwelling Units,,229
4810044,Marwayne,2008,Dwelling Units,,231
4810044,Marwayne,2009,Dwelling Units,,233
4810044,Marwayne,2010,Dwelling Units,,234
4810044,Marwayne,2011,Dwelling Units,,234
4810044,Marwayne,2012,Dwelling Units,,237
4810044,Marwayne,2013,Dwelling Units,,248
4810044,Marwayne,2014,Dwelling Units,,248
4810044,Marwayne,2015,Dwelling Units,,248
4810044,Marwayne,2016,Dwelling Units,,255
4810044,Marwayne,2017,Dwelling Units,,255
4810044,Marwayne,2018,Dwelling Units,,256
4810044,Marwayne,2019,Dwelling Units,,256
4810044,Marwayne,2020,Dwelling Units,,256
4810044,Marwayne,2021,Dwelling Units,,256
4810044,Marwayne,2022,Dwelling Units,,256
4810044,Marwayne,2023,Dwelling Units,,256
4810064,Lamont,2023,Dwelling Units,,714
4810064,Lamont,1994,Dwelling Units,,554
4810064,Lamont,1995,Dwelling Units,,554
4810064,Lamont,1996,Dwelling Units,,609
4810064,Lamont,1997,Dwelling Units,,595
4810064,Lamont,1998,Dwelling Units,,593
4810064,Lamont,1999,Dwelling Units,,594
4810064,Lamont,2000,Dwelling Units,,609
4810064,Lamont,2001,Dwelling Units,,677
4810064,Lamont,2002,Dwelling Units,,723
4810064,Lamont,2003,Dwelling Units,,724
4810064,Lamont,2004,Dwelling Units,,725
4810064,Lamont,2005,Dwelling Units,,730
4810064,Lamont,2006,Dwelling Units,,732
4810064,Lamont,2007,Dwelling Units,,742
4810064,Lamont,2008,Dwelling Units,,742
4810064,Lamont,2009,Dwelling Units,,768
4810064,Lamont,2010,Dwelling Units,,769
4810064,Lamont,2011,Dwelling Units,,871
4810064,Lamont,2012,Dwelling Units,,871
4810064,Lamont,2013,Dwelling Units,,871
4810064,Lamont,2014,Dwelling Units,,871
4810064,Lamont,2015,Dwelling Units,,707
4810064,Lamont,2016,Dwelling Units,,711
4810064,Lamont,2017,Dwelling Units,,715
4810064,Lamont,2018,Dwelling Units,,718
4810064,Lamont,2019,Dwelling Units,,718
4810064,Lamont,2020,Dwelling Units,,718
4810064,Lamont,2021,Dwelling Units,,718
4810064,Lamont,2022,Dwelling Units,,715
4810066,Bruderheim,1994,Dwelling Units,,395
4810066,Bruderheim,1995,Dwelling Units,,395
4810066,Bruderheim,1996,Dwelling Units,,450
4810066,Bruderheim,1997,Dwelling Units,,450
4810066,Bruderheim,1998,Dwelling Units,,453
4810066,Bruderheim,1999,Dwelling Units,,456
4810066,Bruderheim,2000,Dwelling Units,,442
4810066,Bruderheim,2001,Dwelling Units,,443
4810066,Bruderheim,2002,Dwelling Units,,448
4810066,Bruderheim,2003,Dwelling Units,,460
4810066,Bruderheim,2004,Dwelling Units,,468
4810066,Bruderheim,2005,Dwelling Units,,476
4810066,Bruderheim,2006,Dwelling Units,,484
4810066,Bruderheim,2007,Dwelling Units,,448
4810066,Bruderheim,2008,Dwelling Units,,435
4810066,Bruderheim,2009,Dwelling Units,,504
4810066,Bruderheim,2010,Dwelling Units,,507
4810066,Bruderheim,2011,Dwelling Units,,530
4810066,Bruderheim,2012,Dwelling Units,,537
4810066,Bruderheim,2013,Dwelling Units,,540
4810066,Bruderheim,2014,Dwelling Units,,544
4810066,Bruderheim,2015,Dwelling Units,,601
4810066,Bruderheim,2016,Dwelling Units,,549
4810066,Bruderheim,2017,Dwelling Units,,618
4810066,Bruderheim,2018,Dwelling Units,,618
4810066,Bruderheim,2019,Dwelling Units,,618
4810066,Bruderheim,2020,Dwelling Units,,618
4810066,Bruderheim,2021,Dwelling Units,,618
4810066,Bruderheim,2022,Dwelling Units,,619
4810066,Bruderheim,2023,Dwelling Units,,619
4810068,Improvement District No. 13 Elk Island,2023,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,1994,Dwelling Units,,13
4810068,Improvement District No. 13 Elk Island,1995,Dwelling Units,,13
4810068,Improvement District No. 13 Elk Island,1996,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,1997,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,1998,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,1999,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2000,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2004,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2005,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2006,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2007,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2008,Dwelling Units,,6
4810068,Improvement District No. 13 Elk Island,2009,Dwelling Units,,11
4810068,Improvement District No. 13 Elk Island,2010,Dwelling Units,,11
4810068,Improvement District No. 13 Elk Island,2011,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2012,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2013,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2014,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2015,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2016,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2017,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2018,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2019,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2020,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2021,Dwelling Units,,10
4810068,Improvement District No. 13 Elk Island,2022,Dwelling Units,,10
4811011,Millet,1994,Dwelling Units,,685
4811011,Millet,1995,Dwelling Units,,685
4811011,Millet,1996,Dwelling Units,,747
4811011,Millet,1997,Dwelling Units,,749
4811011,Millet,1998,Dwelling Units,,754
4811011,Millet,1999,Dwelling Units,,757
4811011,Millet,2000,Dwelling Units,,764
4811011,Millet,2001,Dwelling Units,,771
4811011,Millet,2002,Dwelling Units,,797
4811011,Millet,2003,Dwelling Units,,823
4811011,Millet,2004,Dwelling Units,,841
4811011,Millet,2005,Dwelling Units,,848
4811011,Millet,2006,Dwelling Units,,861
4811011,Millet,2007,Dwelling Units,,861
4811011,Millet,2008,Dwelling Units,,893
4811011,Millet,2009,Dwelling Units,,893
4811011,Millet,2010,Dwelling Units,,893
4811011,Millet,2011,Dwelling Units,,893
4811011,Millet,2012,Dwelling Units,,893
4811011,Millet,2013,Dwelling Units,,893
4811011,Millet,2014,Dwelling Units,,893
4811011,Millet,2015,Dwelling Units,,894
4811011,Millet,2016,Dwelling Units,,894
4811011,Millet,2017,Dwelling Units,,894
4811011,Millet,2018,Dwelling Units,,894
4811011,Millet,2019,Dwelling Units,,894
4811011,Millet,2020,Dwelling Units,,894
4811011,Millet,2021,Dwelling Units,,894
4811011,Millet,2022,Dwelling Units,,894
4811011,Millet,2023,Dwelling Units,,895
4811012,Leduc County,2023,Dwelling Units,,6592
4811012,Leduc County,1994,Dwelling Units,,3784
4811012,Leduc County,1995,Dwelling Units,,3784
4811012,Leduc County,1996,Dwelling Units,,4662
4811012,Leduc County,1997,Dwelling Units,,4693
4811012,Leduc County,1998,Dwelling Units,,4717
4811012,Leduc County,1999,Dwelling Units,,4769
4811012,Leduc County,2000,Dwelling Units,,4826
4811012,Leduc County,2001,Dwelling Units,,5021
4811012,Leduc County,2002,Dwelling Units,,5090
4811012,Leduc County,2003,Dwelling Units,,5300
4811012,Leduc County,2004,Dwelling Units,,5235
4811012,Leduc County,2005,Dwelling Units,,5302
4811012,Leduc County,2006,Dwelling Units,,5405
4811012,Leduc County,2007,Dwelling Units,,5552
4811012,Leduc County,2008,Dwelling Units,,5648
4811012,Leduc County,2009,Dwelling Units,,5715
4811012,Leduc County,2010,Dwelling Units,,6018
4811012,Leduc County,2011,Dwelling Units,,6111
4811012,Leduc County,2012,Dwelling Units,,6189
4811012,Leduc County,2013,Dwelling Units,,6277
4811012,Leduc County,2014,Dwelling Units,,6358
4811012,Leduc County,2015,Dwelling Units,,6480
4811012,Leduc County,2016,Dwelling Units,,6537
4811012,Leduc County,2017,Dwelling Units,,6537
4811012,Leduc County,2018,Dwelling Units,,6610
4811012,Leduc County,2019,Dwelling Units,,6180
4811012,Leduc County,2020,Dwelling Units,,6207
4811012,Leduc County,2021,Dwelling Units,,6344
4811012,Leduc County,2022,Dwelling Units,,6420
4811013,Beaumont,1994,Dwelling Units,,1646
4811013,Beaumont,1995,Dwelling Units,,1646
4811013,Beaumont,1996,Dwelling Units,,1789
4811013,Beaumont,1997,Dwelling Units,,1837
4811013,Beaumont,1998,Dwelling Units,,1920
4811013,Beaumont,1999,Dwelling Units,,2024
4811013,Beaumont,2000,Dwelling Units,,2106
4811013,Beaumont,2001,Dwelling Units,,2177
4811013,Beaumont,2002,Dwelling Units,,2377
4811013,Beaumont,2003,Dwelling Units,,2460
4811013,Beaumont,2004,Dwelling Units,,2679
4811013,Beaumont,2005,Dwelling Units,,3019
4811013,Beaumont,2006,Dwelling Units,,3097
4811013,Beaumont,2007,Dwelling Units,,3796
4811013,Beaumont,2008,Dwelling Units,,3499
4811013,Beaumont,2009,Dwelling Units,,4056
4811013,Beaumont,2010,Dwelling Units,,4402
4811013,Beaumont,2011,Dwelling Units,,4670
4811013,Beaumont,2012,Dwelling Units,,4912
4811013,Beaumont,2013,Dwelling Units,,5154
4811013,Beaumont,2014,Dwelling Units,,5823
4811013,Beaumont,2015,Dwelling Units,,6125
4811013,Beaumont,2016,Dwelling Units,,6433
4811013,Beaumont,2017,Dwelling Units,,6433
4811013,Beaumont,2018,Dwelling Units,,6820
4811013,Beaumont,2019,Dwelling Units,,6820
4811013,Beaumont,2020,Dwelling Units,,6820
4811013,Beaumont,2021,Dwelling Units,,6820
4811013,Beaumont,2022,Dwelling Units,,7224
4811013,Beaumont,2023,Dwelling Units,,8146
4811001,Wetaskiwin County No. 10,2023,Dwelling Units,,6362
4811001,Wetaskiwin County No. 10,1994,Dwelling Units,,3319
4811001,Wetaskiwin County No. 10,1995,Dwelling Units,,3319
4811001,Wetaskiwin County No. 10,1996,Dwelling Units,,4007
4811001,Wetaskiwin County No. 10,1997,Dwelling Units,,4105
4811001,Wetaskiwin County No. 10,1998,Dwelling Units,,4174
4811001,Wetaskiwin County No. 10,1999,Dwelling Units,,4303
4811001,Wetaskiwin County No. 10,2000,Dwelling Units,,4380
4811001,Wetaskiwin County No. 10,2001,Dwelling Units,,4475
4811001,Wetaskiwin County No. 10,2002,Dwelling Units,,4519
4811001,Wetaskiwin County No. 10,2003,Dwelling Units,,4594
4811001,Wetaskiwin County No. 10,2004,Dwelling Units,,4618
4811001,Wetaskiwin County No. 10,2005,Dwelling Units,,4720
4811001,Wetaskiwin County No. 10,2006,Dwelling Units,,4770
4811001,Wetaskiwin County No. 10,2007,Dwelling Units,,5000
4811001,Wetaskiwin County No. 10,2008,Dwelling Units,,5432
4811001,Wetaskiwin County No. 10,2009,Dwelling Units,,5657
4811001,Wetaskiwin County No. 10,2010,Dwelling Units,,5737
4811001,Wetaskiwin County No. 10,2011,Dwelling Units,,5825
4811001,Wetaskiwin County No. 10,2012,Dwelling Units,,5912
4811001,Wetaskiwin County No. 10,2013,Dwelling Units,,6025
4811001,Wetaskiwin County No. 10,2014,Dwelling Units,,6222
4811001,Wetaskiwin County No. 10,2015,Dwelling Units,,6229
4811001,Wetaskiwin County No. 10,2016,Dwelling Units,,6251
4811001,Wetaskiwin County No. 10,2017,Dwelling Units,,6251
4811001,Wetaskiwin County No. 10,2018,Dwelling Units,,6251
4811001,Wetaskiwin County No. 10,2019,Dwelling Units,,6251
4811001,Wetaskiwin County No. 10,2020,Dwelling Units,,6348
4811001,Wetaskiwin County No. 10,2021,Dwelling Units,,6362
4811001,Wetaskiwin County No. 10,2022,Dwelling Units,,6362
4817076,Northern Lights County,1995,Dwelling Units,,1269
4817076,Northern Lights County,1996,Dwelling Units,,1332
4817076,Northern Lights County,1997,Dwelling Units,,1298
4817076,Northern Lights County,1998,Dwelling Units,,1298
4817076,Northern Lights County,1999,Dwelling Units,,1298
4817076,Northern Lights County,2000,Dwelling Units,,1306
4817076,Northern Lights County,2001,Dwelling Units,,1402
4817076,Northern Lights County,2002,Dwelling Units,,1402
4817076,Northern Lights County,2003,Dwelling Units,,1402
4817076,Northern Lights County,2004,Dwelling Units,,1402
4817076,Northern Lights County,2005,Dwelling Units,,1402
4817076,Northern Lights County,2006,Dwelling Units,,1402
4817076,Northern Lights County,2007,Dwelling Units,,1402
4817076,Northern Lights County,2008,Dwelling Units,,1536
4817076,Northern Lights County,2009,Dwelling Units,,1547
4817076,Northern Lights County,2010,Dwelling Units,,1566
4817076,Northern Lights County,2011,Dwelling Units,,1549
4817076,Northern Lights County,2012,Dwelling Units,,1560
4817076,Northern Lights County,2013,Dwelling Units,,1600
4817076,Northern Lights County,2014,Dwelling Units,,1600
4817076,Northern Lights County,2015,Dwelling Units,,1636
4817076,Northern Lights County,2016,Dwelling Units,,1648
4817076,Northern Lights County,2017,Dwelling Units,,1648
4817076,Northern Lights County,2018,Dwelling Units,,1648
4817076,Northern Lights County,2019,Dwelling Units,,1691
4817076,Northern Lights County,2020,Dwelling Units,,1700
4817076,Northern Lights County,2021,Dwelling Units,,1700
4817076,Northern Lights County,2022,Dwelling Units,,1738
4817076,Northern Lights County,2023,Dwelling Units,,1738
4817078,Manning,2023,Dwelling Units,,655
4817078,Manning,1994,Dwelling Units,,432
4817078,Manning,1995,Dwelling Units,,432
4817078,Manning,1996,Dwelling Units,,453
4817078,Manning,1997,Dwelling Units,,499
4817078,Manning,1998,Dwelling Units,,509
4817078,Manning,1999,Dwelling Units,,505
4817078,Manning,2000,Dwelling Units,,510
4817078,Manning,2001,Dwelling Units,,521
4817078,Manning,2002,Dwelling Units,,524
4817078,Manning,2003,Dwelling Units,,526
4817078,Manning,2004,Dwelling Units,,527
4817078,Manning,2005,Dwelling Units,,527
4817078,Manning,2006,Dwelling Units,,560
4817078,Manning,2007,Dwelling Units,,560
4817078,Manning,2008,Dwelling Units,,598
4817078,Manning,2009,Dwelling Units,,591
4817078,Manning,2010,Dwelling Units,,593
4817078,Manning,2011,Dwelling Units,,593
4817078,Manning,2012,Dwelling Units,,593
4817078,Manning,2013,Dwelling Units,,593
4817078,Manning,2014,Dwelling Units,,593
4817078,Manning,2015,Dwelling Units,,595
4817078,Manning,2016,Dwelling Units,,654
4817078,Manning,2017,Dwelling Units,,654
4817078,Manning,2018,Dwelling Units,,654
4817078,Manning,2019,Dwelling Units,,654
4817078,Manning,2020,Dwelling Units,,654
4817078,Manning,2021,Dwelling Units,,655
4817078,Manning,2022,Dwelling Units,,655
4817093,High Level,1994,Dwelling Units,,957
4817093,High Level,1995,Dwelling Units,,957
4817093,High Level,1996,Dwelling Units,,1002
4817093,High Level,1997,Dwelling Units,,1021
4817093,High Level,1998,Dwelling Units,,909
4817093,High Level,1999,Dwelling Units,,973
4817093,High Level,2000,Dwelling Units,,1060
4817093,High Level,2001,Dwelling Units,,1060
4817093,High Level,2002,Dwelling Units,,1193
4817093,High Level,2003,Dwelling Units,,1435
4817093,High Level,2004,Dwelling Units,,1435
4817093,High Level,2005,Dwelling Units,,1498
4817093,High Level,2006,Dwelling Units,,1530
4817093,High Level,2007,Dwelling Units,,1552
4817093,High Level,2008,Dwelling Units,,1556
4817093,High Level,2009,Dwelling Units,,1548
4817093,High Level,2010,Dwelling Units,,1382
4817093,High Level,2011,Dwelling Units,,1162
4817093,High Level,2012,Dwelling Units,,1162
4817093,High Level,2013,Dwelling Units,,1163
4817093,High Level,2014,Dwelling Units,,1163
4817093,High Level,2015,Dwelling Units,,1163
4817093,High Level,2016,Dwelling Units,,1160
4817093,High Level,2017,Dwelling Units,,1322
4817093,High Level,2018,Dwelling Units,,1324
4817093,High Level,2019,Dwelling Units,,1324
4817093,High Level,2020,Dwelling Units,,1324
4817093,High Level,2021,Dwelling Units,,1467
4813036,Thorhild County,1994,Dwelling Units,,297
4813036,Thorhild County,1995,Dwelling Units,,297
4813036,Thorhild County,1996,Dwelling Units,,239
4813036,Thorhild County,1997,Dwelling Units,,239
4813036,Thorhild County,1998,Dwelling Units,,239
4813036,Thorhild County,1999,Dwelling Units,,239
4813036,Thorhild County,2000,Dwelling Units,,239
4813036,Thorhild County,2001,Dwelling Units,,1300
4813036,Thorhild County,2002,Dwelling Units,,1587
4813036,Thorhild County,2003,Dwelling Units,,1840
4813036,Thorhild County,2004,Dwelling Units,,241
4813036,Thorhild County,2005,Dwelling Units,,242
4813036,Thorhild County,2006,Dwelling Units,,244
4813036,Thorhild County,2007,Dwelling Units,,251
4813036,Thorhild County,2008,Dwelling Units,,250
4813044,Athabasca County,1994,Dwelling Units,,2160
4813044,Athabasca County,1995,Dwelling Units,,2160
4813044,Athabasca County,1996,Dwelling Units,,3308
4813044,Athabasca County,1997,Dwelling Units,,5260
4813044,Athabasca County,1998,Dwelling Units,,3421
4813044,Athabasca County,1999,Dwelling Units,,3427
4813044,Athabasca County,2000,Dwelling Units,,3546
4813044,Athabasca County,2001,Dwelling Units,,3568
4813044,Athabasca County,2002,Dwelling Units,,3627
4813044,Athabasca County,2003,Dwelling Units,,3781
4813044,Athabasca County,2004,Dwelling Units,,3785
4813044,Athabasca County,2005,Dwelling Units,,4201
4813044,Athabasca County,2006,Dwelling Units,,4201
4813044,Athabasca County,2007,Dwelling Units,,4216
4813044,Athabasca County,2008,Dwelling Units,,4259
4813044,Athabasca County,2009,Dwelling Units,,4276
4813044,Athabasca County,2010,Dwelling Units,,4400
4813044,Athabasca County,2011,Dwelling Units,,4727
4813044,Athabasca County,2012,Dwelling Units,,4966
4813044,Athabasca County,2013,Dwelling Units,,5113
4813044,Athabasca County,2014,Dwelling Units,,5291
4813044,Athabasca County,2015,Dwelling Units,,5406
4813044,Athabasca County,2016,Dwelling Units,,5525
4813044,Athabasca County,2017,Dwelling Units,,5243
4813044,Athabasca County,2018,Dwelling Units,,5254
4813044,Athabasca County,2019,Dwelling Units,,4053
4813044,Athabasca County,2020,Dwelling Units,,4349
4813044,Athabasca County,2021,Dwelling Units,,4515
4813044,Athabasca County,2022,Dwelling Units,,4515
4813044,Athabasca County,2023,Dwelling Units,,4515
4813046,Boyle,2023,Dwelling Units,,426
4813046,Boyle,1994,Dwelling Units,,368
4813046,Boyle,1995,Dwelling Units,,368
4813046,Boyle,1996,Dwelling Units,,346
4813046,Boyle,1997,Dwelling Units,,355
4813046,Boyle,1998,Dwelling Units,,358
4813046,Boyle,1999,Dwelling Units,,360
