CSD,Period,Key,0-4 (Count of People),05-09 (Count of People),10-14 (Count of People),15-19 (Count of People),20-24 (Count of People),25-29 (Count of People),30-34 (Count of People),35-39 (Count of People),40-44 (Count of People),45-49 (Count of People),50-54 (Count of People),55-59 (Count of People),Life Expectancy (Years),Oil Wells (Count),Natural Gas Production (m^3),CH4 Equivalent (t),CO2 Equivalent (t),N2O Equivalent (t),Oats (Count),Canola (Count),Barley (Count),Durum Wheat (Count),Non-Durum Wheat (Count),Other Crops (Count),Cattle and Calves (Count),Pigs (Count),Dwelling Units (Count),"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Residence/Housing Starts (Count),Vehicle Registration (Count),Fire Size (Hectares),Fires (Count),Adjusted_AQHI
Innisfail,2005,Innisfail2005,458,86,525,536,430,406,447,459,593,535,510,377,,,,0.0,0.0,0.0,,,,,,,,,3250.0,,,,,,,,,,10569.0,,,
Innisfail,2006,Innisfail2006,465,83,516,564,459,419,447,501,535,588,512,382,,,,0.0,0.0,0.0,,,,,,,,,3281.0,510.0,0.0,10.0,145.0,10.0,80.0,285.0,1835.0,,10919.0,,,
Innisfail,2007,Innisfail2007,494,88,514,554,483,446,464,529,528,597,525,407,,,,0.0,0.0,0.0,,,,,,,,,3308.0,,,,,,,,,,11536.0,,,
Innisfail,2008,Innisfail2008,492,93,517,539,475,455,468,550,500,616,537,421,,,,0.0,0.0,0.0,,,,,,,,,3354.0,,,,,,,,,,11863.0,,,
Innisfail,2009,Innisfail2009,496,93,521,532,469,479,479,576,490,634,553,436,,,,0.0,0.0,0.0,,,,,,,,,3920.0,,,,,,,,,,12043.0,,,
Innisfail,2010,Innisfail2010,485,89,517,535,432,491,508,524,519,614,565,426,,,,0.0,0.0,0.0,,,,,,,,,3712.0,,,,,,,,,,12043.0,,,
Innisfail,2011,Innisfail2011,457,94,516,511,433,469,493,524,536,548,604,422,79.64999999999999,,,0.0,0.0,0.0,,,,,,,,,3752.0,355.0,0.0,30.0,165.0,5.0,230.0,315.0,2030.0,,12256.0,,,
Innisfail,2012,Innisfail2012,446,100,522,506,431,464,497,518,546,519,608,417,79.93,,,0.0,0.0,0.0,,,,,,,,,3758.0,,,,,,,,,,12597.0,,,
Innisfail,2013,Innisfail2013,452,91,524,511,443,456,506,512,554,479,613,410,80.32333333333334,,,0.0,0.0,0.0,,,,,,,,,3767.0,,,,,,,,,,9944.0,,,
Innisfail,2014,Innisfail2014,462,96,535,508,465,456,523,513,555,461,621,432,80.26666666666667,,,0.0,0.0,0.0,,,,,,,,,3812.0,,,,,,,,,,8731.0,,,
Innisfail,2015,Innisfail2015,455,101,511,495,453,461,494,526,496,482,585,442,80.61,,,0.0,0.0,0.0,,,,,,,,,3813.0,,,,,,,,,,8564.0,,,
Innisfail,2016,Innisfail2016,440,101,515,490,429,437,485,496,483,496,522,462,80.57333333333334,,,0.0,0.0,0.0,,,,,,,,,3819.0,385.0,0.0,45.0,155.0,0.0,270.0,270.0,2035.0,,8233.0,,,
Innisfail,2017,Innisfail2017,437,94,504,473,421,434,463,501,457,481,497,490,80.41000000000001,,,12.4944,22645.5847,103.86343,,,,,,,,,3821.0,,,,,,,,,,8040.0,,,
Innisfail,2018,Innisfail2018,456,71,516,482,425,410,412,477,457,488,449,500,80.58999999999999,,,12.86145,23652.10171,111.74374,,,,,,,,,3825.0,,,,,,,,,,8266.0,,,
Innisfail,2019,Innisfail2019,430,79,519,498,411,421,389,473,448,475,451,478,80.77666666666666,,,11.92993,22015.29668,102.87109,,,,,,,,,3836.0,,,,,,,,,,8090.0,,,
Innisfail,2020,Innisfail2020,356,148,514,495,411,420,384,453,442,443,475,426,80.98333333333333,,,12.24743,22162.55077,104.77203,,,,,,,,,3840.0,,,,,,,,,,8199.0,,,
Innisfail,2021,Innisfail2021,347,87,514,491,461,424,419,516,468,435,504,419,81.14,,,11.99963,22301.98702,102.17019,,,,,,,,,3860.0,525.0,0.0,50.0,170.0,1115.0,255.0,285.0,2065.0,,,,,
Innisfail,2022,Innisfail2022,304,91,505,533,461,424,426,519,476,452,510,401,80.86333333333333,,,,,,,,,,,,,,3867.0,,,,,,,,,,,,,
Innisfail,2023,Innisfail2023,304,71,516,566,502,445,462,513,498,439,527,385,,,,,,,,,,,,,,,3874.0,,,,,,,,,,,,,
Penhold,2001,Penhold2001,122,26,156,111,128,159,165,190,154,139,102,42,,,,,,,,,,,,,,,624.0,70.0,0.0,0.0,25.0,0.0,0.0,40.0,480.0,,,,,
Penhold,2002,Penhold2002,126,22,160,118,123,164,167,191,156,148,112,44,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,
Penhold,2003,Penhold2003,130,19,168,122,121,164,169,185,163,154,122,47,,,,,,,,,,,,,,,689.0,,,,,,,,,,,,,
Penhold,2004,Penhold2004,139,21,163,131,125,170,166,179,168,165,125,50,,,,0.0,0.0,0.0,,,,,,,,,712.0,,,,,,,,,,,,,
Penhold,2005,Penhold2005,148,27,156,149,133,168,169,184,178,161,130,66,,,,0.0,0.0,0.0,,,,,,,,,720.0,,,,,,,,,,2301.0,,,
Penhold,2006,Penhold2006,149,32,155,157,144,173,173,178,201,156,142,82,,,,0.0,0.0,0.0,,,,,,,,,750.0,85.0,0.0,0.0,25.0,0.0,0.0,55.0,545.0,,2416.0,,,
Penhold,2007,Penhold2007,166,34,148,161,171,199,180,182,204,154,147,86,,,,0.0,0.0,0.0,,,,,,,,,824.0,,,,,,,,,,2583.0,,,
Penhold,2008,Penhold2008,179,34,136,165,186,218,185,191,193,156,151,88,,,,0.0,0.0,0.0,,,,,,,,,857.0,,,,,,,,,,2732.0,,,
Penhold,2009,Penhold2009,190,42,136,164,184,244,203,183,188,153,159,92,,,,0.0,0.0,0.0,,,,,,,,,861.0,,,,,,,,,,2955.0,,,
Penhold,2010,Penhold2010,196,37,141,144,185,271,221,183,182,159,157,100,,,,0.0,0.0,0.0,,,,,,,,,901.0,,,,,,,,,,2955.0,,,
Penhold,2011,Penhold2011,219,48,149,146,182,311,259,191,165,179,154,105,80.97000000000001,,,0.0,0.0,0.0,,,,,,,,,955.0,35.0,0.0,15.0,110.0,0.0,25.0,60.0,635.0,,3069.0,,,
Penhold,2012,Penhold2012,230,59,156,137,185,344,281,208,173,176,160,113,80.99666666666667,,,0.0,0.0,0.0,,,,,,,,,1036.0,,,,,,,,,,3285.0,,,
Penhold,2013,Penhold2013,248,61,169,139,189,367,312,220,188,175,165,133,81.23333333333333,,,0.0,0.0,0.0,,,,,,,,,1280.0,,,,,,,,,,3430.0,,,
Penhold,2014,Penhold2014,270,66,189,146,191,393,346,254,195,189,178,146,81.29333333333334,,,0.0,0.0,0.0,,,,,,,,,1376.0,,,,,,,,,,3788.0,,,
Penhold,2015,Penhold2015,315,64,213,157,185,404,405,271,210,204,184,140,81.37,,,0.0,0.0,0.0,,,,,,,,,1376.0,,,,,,,,,,3856.0,,,
Penhold,2016,Penhold2016,332,73,220,161,191,384,422,288,235,187,199,139,80.99666666666667,,,0.0,0.0,0.0,,,,,,,,,1376.0,30.0,0.0,5.0,115.0,0.0,125.0,85.0,875.0,,3551.0,,,
Penhold,2017,Penhold2017,325,59,232,159,200,378,418,291,251,203,173,153,81.07333333333334,,,0.0,0.0,0.0,,,,,,,,,1472.0,,,,,,,,,,3427.0,,,
Penhold,2018,Penhold2018,344,66,236,174,170,361,419,310,261,215,170,172,81.40333333333334,,,0.0,0.0,0.0,,,,,,,,,1496.0,,,,,,,,,,3469.0,,,
Penhold,2019,Penhold2019,341,58,252,187,177,326,427,340,269,213,193,168,81.47,,,0.0,0.0,0.0,,,,,,,,,1496.0,,,,,,,,,,3407.0,,,
Penhold,2020,Penhold2020,327,57,251,206,171,269,427,391,276,232,196,167,81.29666666666667,,,0.0,0.0,0.0,,,,,,,,,1510.0,,,,,,,,,,3443.0,,,
Penhold,2021,Penhold2021,280,56,272,201,173,280,373,415,306,211,178,157,81.12666666666667,,,0.0,0.0,0.0,,,,,,,,,1510.0,40.0,0.0,0.0,100.0,320.0,195.0,75.0,910.0,,,,,
Penhold,2022,Penhold2022,242,55,286,225,180,261,345,388,354,225,191,144,80.64333333333333,,,,,,,,,,,,,,1510.0,,,,,,,,,,,,,
Penhold,2023,Penhold2023,232,65,300,223,178,258,318,387,372,239,183,156,,,,,,,,,,,,,,,1510.0,,,,,,,,,,,,,
Eckville,2001,Eckville2001,75,18,73,82,57,74,62,80,85,66,43,23,,,,,,,,,,,,,,,364.0,20.0,0.0,0.0,50.0,0.0,20.0,10.0,290.0,,,,,
Eckville,2002,Eckville2002,73,18,70,81,48,77,62,73,85,71,45,24,,,,,,,,,,,,,,,372.0,,,,,,,,,,,,,
Eckville,2003,Eckville2003,75,16,59,75,53,69,64,70,79,72,49,25,,,,,,,,,,,,,,,392.0,,,,,,,,,,,,,
Eckville,2004,Eckville2004,72,16,55,71,54,63,71,61,77,72,53,30,,,,0.0,0.0,0.0,,,,,,,,,380.0,,,,,,,,,,,,,
Eckville,2005,Eckville2005,70,17,59,65,61,60,78,59,59,80,56,34,,,,0.0,0.0,0.0,,,,,,,,,384.0,,,,,,,,,,3368.0,,,
Eckville,2006,Eckville2006,55,17,62,61,68,53,74,70,63,69,67,36,,,,0.0,0.0,0.0,,,,,,,,,432.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,350.0,,3497.0,,,
Eckville,2007,Eckville2007,64,18,59,64,80,55,76,72,62,73,75,37,,,,0.0,0.0,0.0,,,,,,,,,433.0,,,,,,,,,,3565.0,,,
Eckville,2008,Eckville2008,68,20,60,62,86,65,72,74,59,72,79,40,,,,0.0,0.0,0.0,,,,,,,,,471.0,,,,,,,,,,3650.0,,,
Eckville,2009,Eckville2009,73,20,59,64,86,81,66,78,53,75,82,45,,,,0.0,0.0,0.0,,,,,,,,,475.0,,,,,,,,,,3671.0,,,
Eckville,2010,Eckville2010,72,25,53,62,80,95,65,71,56,73,87,51,,,,0.0,0.0,0.0,,,,,,,,,480.0,,,,,,,,,,3671.0,,,
Eckville,2011,Eckville2011,83,19,55,57,77,103,80,64,58,73,85,60,80.97000000000001,,,0.0,0.0,0.0,,,,,,,,,485.0,30.0,0.0,5.0,85.0,0.0,5.0,15.0,295.0,,3731.0,,,
Eckville,2012,Eckville2012,77,22,55,54,74,112,81,66,57,68,84,67,80.99666666666667,,,0.0,0.0,0.0,,,,,,,,,485.0,,,,,,,,,,3936.0,,,
Eckville,2013,Eckville2013,75,19,61,53,67,110,90,67,56,64,81,73,81.23333333333333,,,0.0,0.0,0.0,,,,,,,,,489.0,,,,,,,,,,3960.0,,,
Eckville,2014,Eckville2014,74,18,60,52,65,108,94,66,57,53,82,74,81.29333333333334,,,0.0,0.0,0.0,,,,,,,,,495.0,,,,,,,,,,4116.0,,,
Eckville,2015,Eckville2015,81,11,68,51,61,93,108,70,53,39,81,62,81.37,,,0.0,0.0,0.0,,,,,,,,,497.0,,,,,,,,,,4078.0,,,
Eckville,2016,Eckville2016,89,18,64,58,63,87,103,76,49,43,74,61,80.99666666666667,,,0.0,0.0,0.0,,,,,,,,,491.0,5.0,0.0,5.0,105.0,0.0,30.0,5.0,290.0,,3948.0,,,
Eckville,2017,Eckville2017,93,11,60,46,59,73,104,68,52,44,67,50,81.07333333333334,,,0.0,0.0,0.0,,,,,,,,,499.0,,,,,,,,,,3930.0,,,
Eckville,2018,Eckville2018,76,20,54,55,60,59,97,78,51,43,58,53,81.40333333333334,,,0.0,0.0,0.0,,,,,,,,,499.0,,,,,,,,,,3980.0,,,
Eckville,2019,Eckville2019,77,15,57,54,63,55,92,75,53,40,45,57,81.47,,,0.0,0.0,0.0,,,,,,,,,499.0,,,,,,,,,,3941.0,,,
Eckville,2020,Eckville2020,82,16,57,62,46,64,79,81,59,44,36,59,81.29666666666667,,,0.0,0.0,0.0,,,,,,,,,499.0,,,,,,,,,,3950.0,,,
Eckville,2021,Eckville2021,60,20,57,56,47,75,97,75,65,47,42,53,81.12666666666667,,,0.0,0.0,0.0,,,,,,,,,499.0,0.0,0.0,0.0,50.0,45.0,45.0,0.0,330.0,,,,,
Eckville,2022,Eckville2022,77,9,52,72,49,74,78,87,66,46,48,53,80.64333333333333,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,
Eckville,2023,Eckville2023,90,13,58,66,59,76,63,97,70,44,50,53,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,
Half Moon Bay,2001,Half Moon Bay2001,1,1,1,1,1,2,1,3,1,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2002,Half Moon Bay2002,1,1,1,1,1,2,1,2,1,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2003,Half Moon Bay2003,1,1,1,1,1,2,1,1,1,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2004,Half Moon Bay2004,1,1,1,1,1,1,1,2,1,2,2,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2005,Half Moon Bay2005,2,1,1,1,1,2,1,2,1,2,2,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2006,Half Moon Bay2006,2,0,2,1,1,0,2,1,1,0,4,1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2007,Half Moon Bay2007,2,0,2,1,1,0,2,1,1,0,4,1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2008,Half Moon Bay2008,2,0,2,2,2,0,2,1,1,0,6,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2009,Half Moon Bay2009,2,0,2,1,3,0,2,1,1,0,5,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2010,Half Moon Bay2010,2,0,2,1,3,1,2,1,1,0,5,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2011,Half Moon Bay2011,2,0,0,2,4,4,0,0,1,0,3,9,80.88666666666667,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2012,Half Moon Bay2012,2,0,0,2,4,5,0,0,1,0,3,9,80.72,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2013,Half Moon Bay2013,2,0,0,1,2,5,0,0,1,0,3,9,80.63333333333333,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2014,Half Moon Bay2014,2,0,0,1,5,4,0,0,2,0,1,6,80.62666666666667,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2015,Half Moon Bay2015,2,0,0,3,3,5,0,0,2,0,3,5,80.82,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2016,Half Moon Bay2016,2,0,0,1,3,1,1,0,1,1,1,5,80.95333333333333,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
Half Moon Bay,2017,Half Moon Bay2017,2,0,0,1,1,2,0,2,1,1,0,5,80.98,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2018,Half Moon Bay2018,2,0,0,2,2,2,0,3,0,2,0,7,81.14666666666666,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2019,Half Moon Bay2019,4,0,3,1,2,2,0,3,2,2,0,3,80.87,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2020,Half Moon Bay2020,3,1,3,1,3,2,0,2,1,2,0,2,80.66333333333334,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2021,Half Moon Bay2021,3,0,8,2,1,3,1,5,5,1,2,1,80.92,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,
Half Moon Bay,2022,Half Moon Bay2022,3,1,7,3,0,0,3,3,7,2,2,0,80.95333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half Moon Bay,2023,Half Moon Bay2023,2,1,6,4,1,0,2,3,6,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentley,2001,Bentley2001,61,20,90,75,58,54,68,88,93,74,52,37,,,,,,,,,,,,,,,400.0,25.0,0.0,5.0,50.0,0.0,20.0,10.0,295.0,,,,,
Bentley,2002,Bentley2002,59,18,91,78,57,51,71,77,100,73,60,41,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,
Bentley,2003,Bentley2003,60,18,89,79,65,46,73,73,96,78,69,39,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,
Bentley,2004,Bentley2004,67,21,82,76,70,50,70,70,89,88,67,48,,,,0.0,0.0,0.0,,,,,,,,,412.0,,,,,,,,,,,,,
Bentley,2005,Bentley2005,65,20,84,80,60,59,67,71,85,91,74,58,,,,0.0,0.0,0.0,,,,,,,,,413.0,,,,,,,,,,2515.0,,,
Bentley,2006,Bentley2006,83,11,87,89,58,62,53,84,84,80,80,59,,,,0.0,0.0,0.0,,,,,,,,,418.0,15.0,0.0,0.0,35.0,0.0,20.0,10.0,335.0,,2633.0,,,
Bentley,2007,Bentley2007,82,13,82,90,62,65,46,83,88,85,78,67,,,,0.0,0.0,0.0,,,,,,,,,423.0,,,,,,,,,,2718.0,,,
Bentley,2008,Bentley2008,79,12,79,85,62,76,40,85,79,86,82,67,,,,0.0,0.0,0.0,,,,,,,,,425.0,,,,,,,,,,2707.0,,,
Bentley,2009,Bentley2009,76,7,79,77,64,78,47,81,76,84,85,69,,,,0.0,0.0,0.0,,,,,,,,,425.0,,,,,,,,,,2731.0,,,
Bentley,2010,Bentley2010,73,10,72,70,66,68,56,74,63,88,96,73,,,,0.0,0.0,0.0,,,,,,,,,425.0,,,,,,,,,,2731.0,,,
Bentley,2011,Bentley2011,69,11,62,68,57,78,74,60,64,90,87,62,78.87666666666667,,,0.0,0.0,0.0,,,,,,,,,425.0,35.0,0.0,0.0,5.0,5.0,15.0,0.0,385.0,,2790.0,,,
Bentley,2012,Bentley2012,70,10,61,69,53,80,77,58,65,85,90,60,79.09666666666666,,,0.0,0.0,0.0,,,,,,,,,426.0,,,,,,,,,,2894.0,,,
Bentley,2013,Bentley2013,71,12,61,68,53,74,85,55,70,77,95,62,79.39666666666666,,,0.0,0.0,0.0,,,,,,,,,426.0,,,,,,,,,,2954.0,,,
Bentley,2014,Bentley2014,75,11,63,63,47,76,87,66,65,73,91,62,79.32666666666667,,,0.0,0.0,0.0,,,,,,,,,427.0,,,,,,,,,,3065.0,,,
Bentley,2015,Bentley2015,71,13,60,54,56,75,82,60,73,67,88,63,79.18333333333334,,,0.0,0.0,0.0,,,,,,,,,427.0,,,,,,,,,,3060.0,,,
Bentley,2016,Bentley2016,69,15,65,48,57,66,84,66,58,78,98,65,79.15666666666667,,,0.0,0.0,0.0,,,,,,,,,427.0,10.0,0.0,5.0,45.0,5.0,30.0,10.0,330.0,,3018.0,,,
Bentley,2017,Bentley2017,51,14,65,52,49,49,83,72,56,72,80,64,79.16333333333334,,,0.0,0.0,0.0,,,,,,,,,427.0,,,,,,,,,,3027.0,,,
Bentley,2018,Bentley2018,58,14,61,57,50,34,65,86,51,77,65,75,79.09333333333333,,,0.0,0.0,0.0,,,,,,,,,427.0,,,,,,,,,,3094.0,,,
Bentley,2019,Bentley2019,66,12,56,58,44,29,69,86,53,66,58,85,79.14,,,0.0,0.0,0.0,,,,,,,,,427.0,,,,,,,,,,3125.0,,,
Bentley,2020,Bentley2020,67,19,48,54,45,31,61,79,55,67,49,89,79.07666666666667,,,0.0,0.0,0.0,,,,,,,,,427.0,,,,,,,,,,3185.0,,,
Bentley,2021,Bentley2021,42,13,71,49,38,54,69,79,63,60,72,79,79.31333333333333,,,0.0,0.0,0.0,,,,,,,,,427.0,20.0,0.0,0.0,55.0,60.0,15.0,20.0,340.0,,,,,
Bentley,2022,Bentley2022,55,9,73,59,53,52,56,81,62,65,75,61,79.17,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,
Bentley,2023,Bentley2023,52,4,67,66,59,65,55,73,77,55,89,47,,,,,,,,,,,,,,,427.0,,,,,,,,,,,,,
Sunbreaker Cove,2001,Sunbreaker Cove2001,3,0,3,5,3,2,2,2,8,10,12,12,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,,,,
Sunbreaker Cove,2002,Sunbreaker Cove2002,3,0,3,7,3,2,2,2,9,10,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2003,Sunbreaker Cove2003,3,0,5,6,3,3,3,2,9,13,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2004,Sunbreaker Cove2004,4,0,4,8,5,4,5,2,6,13,12,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2005,Sunbreaker Cove2005,4,0,7,9,6,4,6,5,7,14,13,12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2006,Sunbreaker Cove2006,4,1,10,10,5,6,5,5,6,16,14,9,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2007,Sunbreaker Cove2007,4,1,9,10,5,6,5,5,5,14,11,8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2008,Sunbreaker Cove2008,4,0,8,9,4,7,5,5,4,9,12,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2009,Sunbreaker Cove2009,3,1,7,7,4,6,4,3,3,9,11,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2010,Sunbreaker Cove2010,3,1,5,7,4,4,2,4,3,9,7,3,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2011,Sunbreaker Cove2011,1,1,2,4,2,1,4,2,2,3,9,4,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,,,,
Sunbreaker Cove,2012,Sunbreaker Cove2012,1,1,2,4,2,1,4,2,2,3,10,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2013,Sunbreaker Cove2013,1,1,2,4,3,1,5,2,2,2,8,6,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2014,Sunbreaker Cove2014,1,2,2,3,2,2,4,1,2,3,8,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2015,Sunbreaker Cove2015,2,0,2,2,1,2,6,3,4,2,6,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2016,Sunbreaker Cove2016,3,1,0,1,1,3,3,2,1,3,6,6,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,,,,
Sunbreaker Cove,2017,Sunbreaker Cove2017,2,1,0,2,1,4,3,1,1,3,5,5,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2018,Sunbreaker Cove2018,2,0,0,2,2,2,0,3,1,3,6,7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2019,Sunbreaker Cove2019,2,1,1,1,0,1,3,4,1,3,6,8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2020,Sunbreaker Cove2020,1,1,2,1,1,1,3,5,1,5,6,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2021,Sunbreaker Cove2021,3,2,8,0,0,0,1,2,6,6,18,3,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,
Sunbreaker Cove,2022,Sunbreaker Cove2022,3,0,6,3,0,0,2,3,6,7,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunbreaker Cove,2023,Sunbreaker Cove2023,3,1,6,5,0,0,0,5,5,2,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,2001,Gull Lake2001,5,3,7,11,7,7,13,10,13,18,10,4,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,,,,
Gull Lake,2002,Gull Lake2002,7,3,7,11,7,10,13,10,11,21,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,2003,Gull Lake2003,8,3,7,9,8,8,17,10,9,21,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,2004,Gull Lake2004,8,4,8,9,6,10,20,10,8,20,16,10,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,2005,Gull Lake2005,11,4,7,9,9,12,22,9,7,16,20,10,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gull Lake,2006,Gull Lake2006,26,1,7,7,6,12,23,12,8,12,23,13,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,,,,,
Gull Lake,2007,Gull Lake2007,25,1,7,7,6,9,25,11,7,11,21,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2008,Gull Lake2008,24,1,7,6,6,8,17,10,9,10,20,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2009,Gull Lake2009,25,1,7,6,5,3,16,10,7,10,17,13,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2010,Gull Lake2010,18,1,8,5,4,8,16,8,7,7,14,12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2011,Gull Lake2011,7,2,8,4,3,6,6,3,10,9,18,11,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,0.0,,,
Gull Lake,2012,Gull Lake2012,7,2,10,4,3,10,5,3,10,7,18,14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,
Gull Lake,2013,Gull Lake2013,7,3,8,6,3,12,7,3,10,7,16,13,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2014,Gull Lake2014,6,2,5,9,2,13,9,3,10,7,18,13,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2015,Gull Lake2015,5,2,5,10,3,9,15,4,11,8,16,12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2016,Gull Lake2016,10,0,3,11,4,6,15,5,8,10,9,15,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,2.0,,,
Gull Lake,2017,Gull Lake2017,6,4,8,8,5,1,10,6,4,7,14,14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,
Gull Lake,2018,Gull Lake2018,7,0,11,6,8,4,8,7,5,5,14,15,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,,,
